Row ID,APPLY,PARED,PUBLIC,GPA,FittedMean: cat=1,FittedMean: cat=2,FittedMean: cat=3,FittedProb: cat=1,FittedProb: cat=2,FittedProb: cat=3,ResponseResidual: cat=1,ResponseResidual: cat=2,ResponseResidual: cat=3,PearsonResidual: cat=1,PearsonResidual: cat=2,PearsonResidual: cat=3,StdPearsonResidual: cat=1,StdPearsonResidual: cat=2,StdPearsonResidual: cat=3,DevianceResiduals,StdDevianceResiduals,Leverage
43,2,1,0,2.849999905,0.354523092,0.462488161,0.182988747,0.354523092,0.462488161,0.182988747,-0.354523092,0.537511839,-0.182988747,-0.741108697,1.078061924,-0.473258227,-0.752672498,1.094883335,-0.480642656,1.24188109,1.261258634,0.03049127
44,1,0,0,2.720000029,0.629131931,0.303254505,0.067613564,0.629131931,0.303254505,0.067613564,0.370868069,-0.303254505,-0.067613564,0.767783646,-0.659730475,-0.269289202,0.769351147,-0.661077375,-0.26983898,0.962719374,0.964684854,0.004070713
45,2,0,0,2.890000105,0.604396443,0.321084725,0.074518832,0.604396443,0.321084725,0.074518832,-0.604396443,0.678915275,-0.074518832,-1.23603525,1.454112365,-0.283758726,-1.242453592,1.461663113,-0.285232196,1.507348832,1.51517602,0.010305035
46,2,1,0,2.470000029,0.40969349,0.439745987,0.150560523,0.40969349,0.439745987,0.150560523,-0.40969349,0.560254013,-0.150560523,-0.833087744,1.12873384,-0.421007019,-0.849252855,1.150635623,-0.429176176,1.28184088,1.306713529,0.037706704
47,1,0,0,3.039999962,0.582113595,0.336742112,0.081144293,0.582113595,0.336742112,0.081144293,0.417886405,-0.336742112,-0.081144293,0.847276675,-0.712537136,-0.297170252,0.848732309,-0.713761286,-0.297680795,1.040278492,1.042065707,0.003427198
48,1,0,0,3.099999905,0.573100203,0.342957937,0.08394186,0.573100203,0.342957937,0.08394186,0.426899797,-0.342957937,-0.08394186,0.863073323,-0.722476695,-0.302710702,0.864662214,-0.723806751,-0.303267983,1.055172691,1.05711523,0.003671793
49,1,0,0,2.569999933,0.650413327,0.287568359,0.062018315,0.650413327,0.287568359,0.062018315,0.349586673,-0.287568359,-0.062018315,0.733132915,-0.635329395,-0.257135951,0.735125489,-0.637056149,-0.257834817,0.927520599,0.930041496,0.005413696
50,1,0,0,2.089999914,0.714310979,0.238796018,0.046893003,0.714310979,0.238796018,0.046893003,0.285689021,-0.238796018,-0.046893003,0.632416384,-0.5600967,-0.221811059,0.636634021,-0.563832031,-0.223290335,0.820288811,0.825759384,0.01320591
51,2,0,0,2.940000057,0.597012016,0.326317875,0.07667011,0.597012016,0.326317875,0.07667011,-0.597012016,0.673682125,-0.07667011,-1.217153879,1.436835602,-0.288160596,-1.223459019,1.444278745,-0.289653335,1.496584977,1.504337636,0.010280514
52,1,0,0,3.450000048,0.519739767,0.378191244,0.102068989,0.519739767,0.378191244,0.102068989,0.480260233,-0.378191244,-0.102068989,0.961269891,-0.779879165,-0.337151753,0.964903651,-0.782827237,-0.338426242,1.144051608,1.148376313,0.007517678
53,1,0,0,2.759999991,0.623367139,0.307449952,0.069182909,0.623367139,0.307449952,0.069182909,0.376632861,-0.307449952,-0.069182909,0.777297288,-0.66628745,-0.272625977,0.77878578,-0.667563363,-0.273148044,0.972234155,0.974095943,0.003818945
54,3,0,1,2.960000038,0.608115667,0.318432933,0.0734514,0.608115667,0.318432933,0.0734514,-0.608115667,-0.318432933,0.9265486,-1.245701953,-0.683525451,3.551681911,-1.250107087,-0.685942579,3.564241603,2.285227042,2.293308213,0.007035193
55,1,0,0,2.890000105,0.604396443,0.321084725,0.074518832,0.604396443,0.321084725,0.074518832,0.395603557,-0.321084725,-0.074518832,0.809038415,-0.687704763,-0.283758726,0.810389168,-0.68885294,-0.284232483,1.003518742,1.005194195,0.003330813
56,2,0,0,2.970000029,0.592559924,0.329452006,0.07798807,0.592559924,0.329452006,0.07798807,-0.592559924,0.670547994,-0.07798807,-1.205963785,1.426654648,-0.290834428,-1.212232346,1.434070353,-0.292346176,1.490184279,1.497930209,0.010315437
57,2,0,1,3.910000086,0.46367407,0.41175992,0.12456601,0.46367407,0.41175992,0.12456601,-0.46367407,0.58824008,-0.12456601,-0.929805279,1.195240417,-0.377214236,-0.951775161,1.223482128,-0.386127234,1.332152257,1.363628985,0.045633291
58,2,0,0,2.769999981,0.621920394,0.308499124,0.069580481,0.621920394,0.308499124,0.069580481,-0.621920394,0.691500876,-0.069580481,-1.282554338,1.497164082,-0.273466611,-1.289515361,1.505289894,-0.274950842,1.533646814,1.541970634,0.010767201
59,1,0,0,2.509999991,0.658766295,0.281330082,0.059903624,0.658766295,0.281330082,0.059903624,0.341233705,-0.281330082,-0.059903624,0.719714539,-0.625667149,-0.252429646,0.721925842,-0.627589495,-0.253205229,0.913659065,0.916466259,0.006116742
60,1,0,0,3.24000001,0.5518892,0.357298014,0.090812786,0.5518892,0.357298014,0.090812786,0.4481108,-0.357298014,-0.090812786,0.901087071,-0.745607865,-0.316043484,0.903217736,-0.747370892,-0.316790784,1.090328371,1.092906507,0.00471238
61,1,0,0,2.440000057,0.668388039,0.274090096,0.057521866,0.668388039,0.274090096,0.057521866,0.331611961,-0.274090096,-0.057521866,0.704369852,-0.614476545,-0.247047715,0.706865096,-0.61665334,-0.247922886,0.897648459,0.900828396,0.007047568
62,2,0,0,2.779999971,0.620471476,0.309548357,0.069980167,0.620471476,0.309548357,0.069980167,-0.620471476,0.690451643,-0.069980167,-1.278611776,1.493490217,-0.274309837,-1.285512786,1.501550983,-0.27579036,1.531431329,1.539696873,0.010707768
63,1,0,0,2.940000057,0.597012016,0.326317875,0.07667011,0.597012016,0.326317875,0.07667011,0.402987984,-0.326317875,-0.07667011,0.821588804,-0.695973846,-0.288160596,0.822940568,-0.697118935,-0.288634709,1.015694874,1.017366002,0.003282507
64,1,1,0,3.220000029,0.304270891,0.476198214,0.219530895,0.304270891,0.476198214,0.219530895,0.695729109,-0.476198214,-0.219530895,1.512132628,-0.953477378,-0.530359029,1.522569592,-0.960058421,-0.534019645,1.542619128,1.553266514,0.013662682
65,1,0,0,3.5,0.512050883,0.383023678,0.104925439,0.512050883,0.383023678,0.104925439,0.487949117,-0.383023678,-0.104925439,0.976181805,-0.787913538,-0.342381894,0.98030966,-0.791245287,-0.343829681,1.157005859,1.161898341,0.008403803
66,3,1,0,3.569999933,0.260657699,0.480672003,0.258670298,0.260657699,0.480672003,0.258670298,-0.260657699,-0.480672003,0.741329702,-0.593762138,-0.962063074,1.692904343,-0.598564824,-0.969844787,1.706597514,1.644506619,1.657808322,0.015982956
67,2,0,0,3.170000076,0.562523259,0.350160511,0.08731623,0.562523259,0.350160511,0.08731623,-0.562523259,0.649839489,-0.08731623,-1.133947005,1.362289677,-0.309305273,-1.140555149,1.370228501,-0.311107768,1.448698469,1.457140845,0.011554023
68,1,0,1,3.230000019,0.567865329,0.346535324,0.085599347,0.567865329,0.346535324,0.085599347,0.432134671,-0.346535324,-0.085599347,0.872342193,-0.72822016,-0.305961626,0.880703629,-0.73520018,-0.308894281,1.063833619,1.074030508,0.018897944
69,1,0,0,2.910000086,0.60144818,0.323179219,0.075372601,0.60144818,0.323179219,0.075372601,0.39855182,-0.323179219,-0.075372601,0.814035399,-0.691010857,-0.285511347,0.815382705,-0.692154545,-0.285983895,1.008379789,1.010048752,0.003301988
70,1,0,0,3.279999971,0.545790577,0.361342458,0.092866965,0.545790577,0.361342458,0.092866965,0.454209423,-0.361342458,-0.092866965,0.912252481,-0.752186396,-0.319959593,0.914602189,-0.754123819,-0.320783719,1.100472567,1.103307078,0.005131608
71,1,0,1,3.319999933,0.554218464,0.355743788,0.090037749,0.554218464,0.355743788,0.090037749,0.445781536,-0.355743788,-0.090037749,0.896851509,-0.743086472,-0.31455792,0.905593573,-0.750329711,-0.317624075,1.086458771,1.097049033,0.019213628
72,1,0,0,3.619999886,0.493581213,0.394348625,0.112070163,0.493581213,0.394348625,0.112070163,0.506418787,-0.394348625,-0.112070163,1.012921045,-0.8069169,-0.355267661,1.018468262,-0.811335945,-0.357213268,1.188333176,1.19484103,0.010863589
73,1,0,0,2.549999952,0.653208226,0.28548599,0.061305784,0.653208226,0.28548599,0.061305784,0.346791774,-0.28548599,-0.061305784,0.728632554,-0.632101799,-0.255557513,0.730695293,-0.633891261,-0.256280989,0.922886043,0.925498708,0.005637992
74,1,0,0,2.970000029,0.592559924,0.329452006,0.07798807,0.592559924,0.329452006,0.07798807,0.407440076,-0.329452006,-0.07798807,0.829212297,-0.700940484,-0.290834428,0.830580485,-0.702097026,-0.291314301,1.023037901,1.024725899,0.003291822
75,3,1,0,3.630000114,0.253601061,0.480581183,0.265817756,0.253601061,0.480581183,0.265817756,-0.253601061,-0.480581183,0.734182244,-0.582894592,-0.961888077,1.66191935,-0.58792942,-0.97019651,1.676274393,1.627847862,1.641908609,0.017053983
76,1,0,1,3.019999981,0.599277036,0.324717282,0.076005682,0.599277036,0.324717282,0.076005682,0.400722964,-0.324717282,-0.076005682,0.817726924,-0.693441588,-0.286806097,0.825648353,-0.700159048,-0.289584426,1.011959772,1.021762761,0.019096336
77,1,0,1,3.599999905,0.511328344,0.383474326,0.10519733,0.511328344,0.383474326,0.10519733,0.488671656,-0.383474326,-0.10519733,0.977594256,-0.788664991,-0.342877292,0.98841753,-0.797396566,-0.346673401,1.158225663,1.171048768,0.021780302
78,1,0,0,2.950000048,0.595529722,0.327363134,0.077107145,0.595529722,0.327363134,0.077107145,0.404470278,-0.327363134,-0.077107145,0.824122149,-0.697629041,-0.289049131,0.825478036,-0.698776815,-0.289524689,1.018139461,1.019814555,0.003282397
79,3,1,1,3.809999943,0.24385688,0.480024101,0.27611902,0.24385688,0.480024101,0.27611902,-0.24385688,-0.480024101,0.72388098,-0.567891677,-0.960815309,1.619143801,-0.575716571,-0.974054239,1.641453741,1.604321212,1.626426914,0.026998417
80,2,1,0,2.680000067,0.378824818,0.453320001,0.167855181,0.378824818,0.453320001,0.167855181,-0.378824818,0.546679999,-0.167855181,-0.780930103,1.098156286,-0.449125711,-0.794103428,1.116680825,-0.456701907,1.257900631,1.279119859,0.032902665
81,1,1,0,3.720000029,0.243255216,0.479972545,0.276772239,0.243255216,0.479972545,0.276772239,0.756744784,-0.479972545,-0.276772239,1.763776849,-0.960716084,-0.618619663,1.778963398,-0.968988084,-0.623946129,1.681454202,1.695931933,0.017000605
82,1,0,0,2.49000001,0.661529165,0.27925698,0.059213855,0.661529165,0.27925698,0.059213855,0.338470835,-0.27925698,-0.059213855,0.715296546,-0.622460498,-0.250880098,0.717586012,-0.624452821,-0.251683095,0.909066782,0.911976452,0.00637084
83,1,0,0,2.720000029,0.629131931,0.303254505,0.067613564,0.629131931,0.303254505,0.067613564,0.370868069,-0.303254505,-0.067613564,0.767783646,-0.659730475,-0.269289202,0.769351147,-0.661077375,-0.26983898,0.962719374,0.964684854,0.004070713
84,1,1,0,2.25,0.442809259,0.423147862,0.13404288,0.442809259,0.423147862,0.13404288,0.557190741,-0.423147862,-0.13404288,1.121743597,-0.856473286,-0.393435624,1.1369144,-0.868056492,-0.398756568,1.276413858,1.293676469,0.02650962
85,1,0,0,2.529999971,0.655992599,0.283406491,0.06060091,0.655992599,0.283406491,0.06060091,0.344007401,-0.283406491,-0.06060091,0.724159818,-0.628880982,-0.253988764,0.726295507,-0.630735675,-0.254737827,0.918265509,0.920973653,0.0058724
86,1,0,0,3.259999991,0.548841722,0.359323565,0.091834713,0.548841722,0.359323565,0.091834713,0.451158278,-0.359323565,-0.091834713,0.906652589,-0.748899386,-0.31799551,0.908889027,-0.750746695,-0.318779909,1.095395071,1.09809708,0.004915202
87,3,0,0,2.569999933,0.650413327,0.287568359,0.062018315,0.650413327,0.287568359,0.062018315,-0.650413327,-0.287568359,0.937981685,-1.364009143,-0.635329395,3.888993342,-1.365901727,-0.636210924,3.894389381,2.358103281,2.361375186,0.002769266
88,1,0,0,2.900000095,0.602923246,0.322132155,0.074944599,0.602923246,0.322132155,0.074944599,0.397076754,-0.322132155,-0.074944599,0.811533061,-0.689357527,-0.284633688,0.81288146,-0.690502926,-0.285106619,1.00594769,1.007619117,0.003314825
89,1,0,0,3.049999952,0.580614996,0.337780426,0.081604578,0.580614996,0.337780426,0.081604578,0.419385004,-0.337780426,-0.081604578,0.849889227,-0.714194058,-0.298086568,0.851363219,-0.71543271,-0.298603549,1.042753469,1.044561953,0.003459667
90,2,0,0,2.849999905,0.6102701,0.316891992,0.072837908,0.6102701,0.316891992,0.072837908,-0.6102701,0.683108008,-0.072837908,-1.251351111,1.46821297,-0.280285673,-1.257907534,1.475905636,-0.281754223,1.516043722,1.523986996,0.010397166
91,2,0,0,4,0.435447279,0.42700206,0.137550661,0.435447279,0.42700206,0.137550661,-0.435447279,0.57299794,-0.137550661,-0.878244701,1.158407992,-0.399359982,-0.895512573,1.181184379,-0.407212118,1.304581497,1.330231918,0.038193516
92,3,1,0,3.400000095,0.281329526,0.479560981,0.239109493,0.281329526,0.479560981,0.239109493,-0.281329526,-0.479560981,0.760890507,-0.625666289,-0.959924322,1.78386783,-0.629954064,-0.966502812,1.796092916,1.691646359,1.703239439,0.013566649
93,2,0,1,3.24000001,0.566353699,0.347563767,0.086082535,0.566353699,0.347563767,0.086082535,-0.566353699,0.652436233,-0.086082535,-1.142815303,1.370098492,-0.30690505,-1.161004506,1.391905165,-0.311789792,1.453827452,1.476966766,0.031088113
94,1,0,1,3.509999991,0.525163274,0.374742887,0.100093838,0.525163274,0.374742887,0.100093838,0.474836726,-0.374742887,-0.100093838,0.950878389,-0.774171856,-0.333507081,0.960872234,-0.782308494,-0.33701228,1.134941466,1.146869837,0.020693434
95,3,0,0,2.549999952,0.653208226,0.28548599,0.061305784,0.653208226,0.28548599,0.061305784,-0.653208226,-0.28548599,0.938694216,-1.372433876,-0.632101799,3.913013509,-1.374365228,-0.632991322,3.918520083,2.362998558,2.366323879,0.002808563
96,1,0,0,3.059999943,0.579114909,0.338817851,0.08206724,0.579114909,0.338817851,0.08206724,0.420885091,-0.338817851,-0.08206724,0.852509835,-0.71585091,-0.299005709,0.854003703,-0.717105308,-0.299529662,1.045231419,1.047062997,0.003495445
97,3,0,0,3,0.588092583,0.332580678,0.07932674,0.588092583,0.332580678,0.07932674,-0.588092583,-0.332580678,0.92067326,-1.194876568,-0.705909651,3.406771166,-1.196404817,-0.70681251,3.41112843,2.251301851,2.254181269,0.002553103
98,2,0,0,3.130000114,0.568574805,0.34605192,0.085373275,0.568574805,0.34605192,0.085373275,-0.568574805,0.65394808,-0.085373275,-1.147997794,1.374678066,-0.305519566,-1.154458622,1.38241463,-0.307239002,1.456822885,1.465021752,0.011161507
99,1,0,0,3.160000086,0.564037964,0.349135261,0.086826775,0.564037964,0.349135261,0.086826775,0.435962036,-0.349135261,-0.086826775,0.87916455,-0.73240531,-0.308354471,0.880944419,-0.733888066,-0.308978735,1.070171685,1.072338249,0.004036739
100,2,0,0,2.470000029,0.664281066,0.2771874,0.058531534,0.664281066,0.2771874,0.058531534,-0.664281066,0.7228126,-0.058531534,-1.406656377,1.614827418,-0.249340062,-1.416696223,1.626353061,-0.251119697,1.601912274,1.613345736,0.014123382
101,2,0,0,2.890000105,0.604396443,0.321084725,0.074518832,0.604396443,0.321084725,0.074518832,-0.604396443,0.678915275,-0.074518832,-1.23603525,1.454112365,-0.283758726,-1.242453592,1.461663113,-0.285232196,1.507348832,1.51517602,0.010305035
102,1,0,0,2.74000001,0.626254017,0.305351918,0.068394066,0.626254017,0.305351918,0.068394066,0.373745983,-0.305351918,-0.068394066,0.772525822,-0.663006682,-0.270952453,0.774051829,-0.664316351,-0.271487678,0.967470116,0.969381206,0.00393902
103,1,0,0,3.160000086,0.564037964,0.349135261,0.086826775,0.564037964,0.349135261,0.086826775,0.435962036,-0.349135261,-0.086826775,0.87916455,-0.73240531,-0.308354471,0.880944419,-0.733888066,-0.308978735,1.070171685,1.072338249,0.004036739
104,1,0,0,2.920000076,0.59997127,0.324225883,0.075802847,0.59997127,0.324225883,0.075802847,0.40002873,-0.324225883,-0.075802847,0.816545453,-0.692664714,-0.286391713,0.817892944,-0.693807772,-0.286864326,1.010815027,1.012483107,0.003292315
105,2,0,0,3.569999933,0.501277673,0.389679424,0.109042903,0.501277673,0.389679424,0.109042903,-0.501277673,0.610320576,-0.109042903,-1.002558619,1.251483905,-0.349840679,-1.012642364,1.264071343,-0.35335938,1.372902668,1.386711338,0.019816551
106,2,1,0,3.49000001,0.270262072,0.480400815,0.249337113,0.270262072,0.480400815,0.249337113,-0.270262072,0.519599185,-0.249337113,-0.60856797,1.039997661,-0.576329687,-0.619216961,1.058195998,-0.586414557,1.210895942,1.232084732,0.034099267
