Row ID,Smoking,Employee,Gender,Design Matrix:,Smoking,Smoking,Smoking,Smoking,Employee,Employee,Employee,Employee,Employee,Gender,Gender
66,Light,Junior Managers,Female,,0,1,0,0,0,1,0,0,0,1,0
67,Light,Junior Managers,Male,,0,1,0,0,0,1,0,0,0,0,1
68,Light,Senior Employees,Female,,0,1,0,0,0,0,0,1,0,1,0
69,Light,Senior Employees,Male,,0,1,0,0,0,0,0,1,0,0,1
70,Light,Senior Employees,Female,,0,1,0,0,0,0,0,1,0,1,0
71,Light,Senior Employees,Male,,0,1,0,0,0,0,0,1,0,0,1
72,Light,Senior Employees,Female,,0,1,0,0,0,0,0,1,0,1,0
73,Light,Senior Employees,Male,,0,1,0,0,0,0,0,1,0,0,1
74,Light,Senior Employees,Female,,0,1,0,0,0,0,0,1,0,1,0
75,Light,Senior Employees,Male,,0,1,0,0,0,0,0,1,0,0,1
76,Light,Senior Employees,Female,,0,1,0,0,0,0,0,1,0,1,0
77,Light,Senior Employees,Male,,0,1,0,0,0,0,0,1,0,0,1
78,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
79,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
80,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
81,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
82,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
83,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
84,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
85,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
86,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
87,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
88,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
89,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
90,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
91,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
92,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
93,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
94,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
95,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
96,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
97,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
98,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
99,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
100,Light,Junior Employees,Female,,0,1,0,0,1,0,0,0,0,1,0
101,Light,Junior Employees,Male,,0,1,0,0,1,0,0,0,0,0,1
102,Light,Secretaries,Female,,0,1,0,0,0,0,1,0,0,1,0
103,Light,Secretaries,Male,,0,1,0,0,0,0,1,0,0,0,1
104,Light,Secretaries,Female,,0,1,0,0,0,0,1,0,0,1,0
105,Light,Secretaries,Male,,0,1,0,0,0,0,1,0,0,0,1
106,Light,Secretaries,Female,,0,1,0,0,0,0,1,0,0,1,0
107,Light,Secretaries,Male,,0,1,0,0,0,0,1,0,0,0,1
108,Medium,Senior Managers,Female,,0,0,1,0,0,0,0,0,1,1,0
109,Medium,Senior Managers,Male,,0,0,1,0,0,0,0,0,1,0,1
110,Medium,Senior Managers,Female,,0,0,1,0,0,0,0,0,1,1,0
111,Medium,Junior Managers,Male,,0,0,1,0,0,1,0,0,0,0,1
112,Medium,Junior Managers,Female,,0,0,1,0,0,1,0,0,0,1,0
113,Medium,Junior Managers,Male,,0,0,1,0,0,1,0,0,0,0,1
114,Medium,Junior Managers,Female,,0,0,1,0,0,1,0,0,0,1,0
115,Medium,Junior Managers,Male,,0,0,1,0,0,1,0,0,0,0,1
116,Medium,Junior Managers,Female,,0,0,1,0,0,1,0,0,0,1,0
117,Medium,Junior Managers,Male,,0,0,1,0,0,1,0,0,0,0,1
118,Medium,Senior Employees,Female,,0,0,1,0,0,0,0,1,0,1,0
119,Medium,Senior Employees,Male,,0,0,1,0,0,0,0,1,0,0,1
120,Medium,Senior Employees,Female,,0,0,1,0,0,0,0,1,0,1,0
121,Medium,Senior Employees,Male,,0,0,1,0,0,0,0,1,0,0,1
122,Medium,Senior Employees,Female,,0,0,1,0,0,0,0,1,0,1,0
123,Medium,Senior Employees,Male,,0,0,1,0,0,0,0,1,0,0,1
124,Medium,Senior Employees,Female,,0,0,1,0,0,0,0,1,0,1,0
125,Medium,Senior Employees,Male,,0,0,1,0,0,0,0,1,0,0,1
126,Medium,Senior Employees,Female,,0,0,1,0,0,0,0,1,0,1,0
127,Medium,Senior Employees,Male,,0,0,1,0,0,0,0,1,0,0,1
128,Medium,Senior Employees,Female,,0,0,1,0,0,0,0,1,0,1,0
129,Medium,Senior Employees,Male,,0,0,1,0,0,0,0,1,0,0,1
130,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
131,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
132,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
133,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
134,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
135,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
136,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
137,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
138,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
139,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
140,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
141,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
142,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
143,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
144,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
145,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
146,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
147,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
148,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
149,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
150,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
151,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
152,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
153,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
154,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
155,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
156,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
157,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
158,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
159,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
160,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
161,Medium,Junior Employees,Male,,0,0,1,0,1,0,0,0,0,0,1
162,Medium,Junior Employees,Female,,0,0,1,0,1,0,0,0,0,1,0
163,Medium,Secretaries,Male,,0,0,1,0,0,0,1,0,0,0,1
164,Medium,Secretaries,Female,,0,0,1,0,0,0,1,0,0,1,0
165,Medium,Secretaries,Male,,0,0,1,0,0,0,1,0,0,0,1
166,Medium,Secretaries,Female,,0,0,1,0,0,0,1,0,0,1,0
167,Medium,Secretaries,Male,,0,0,1,0,0,0,1,0,0,0,1
168,Medium,Secretaries,Female,,0,0,1,0,0,0,1,0,0,1,0
169,Medium,Secretaries,Male,,0,0,1,0,0,0,1,0,0,0,1
170,Heavy,Senior Managers,Female,,1,0,0,0,0,0,0,0,1,1,0
171,Heavy,Senior Managers,Male,,1,0,0,0,0,0,0,0,1,0,1
172,Heavy,Junior Managers,Female,,1,0,0,0,0,1,0,0,0,1,0
173,Heavy,Junior Managers,Male,,1,0,0,0,0,1,0,0,0,0,1
174,Heavy,Junior Managers,Female,,1,0,0,0,0,1,0,0,0,1,0
175,Heavy,Junior Managers,Male,,1,0,0,0,0,1,0,0,0,0,1
176,Heavy,Senior Employees,Female,,1,0,0,0,0,0,0,1,0,1,0
177,Heavy,Senior Employees,Male,,1,0,0,0,0,0,0,1,0,0,1
178,Heavy,Senior Employees,Female,,1,0,0,0,0,0,0,1,0,1,0
179,Heavy,Senior Employees,Male,,1,0,0,0,0,0,0,1,0,0,1
180,Heavy,Junior Employees,Female,,1,0,0,0,1,0,0,0,0,1,0
181,Heavy,Junior Employees,Male,,1,0,0,0,1,0,0,0,0,0,1
182,Heavy,Junior Employees,Female,,1,0,0,0,1,0,0,0,0,1,0
183,Heavy,Junior Employees,Male,,1,0,0,0,1,0,0,0,0,0,1
184,Heavy,Junior Employees,Female,,1,0,0,0,1,0,0,0,0,1,0
185,Heavy,Junior Employees,Male,,1,0,0,0,1,0,0,0,0,0,1
186,Heavy,Junior Employees,Female,,1,0,0,0,1,0,0,0,0,1,0
187,Heavy,Junior Employees,Male,,1,0,0,0,1,0,0,0,0,0,1
188,Heavy,Junior Employees,Female,,1,0,0,0,1,0,0,0,0,1,0
189,Heavy,Junior Employees,Male,,1,0,0,0,1,0,0,0,0,0,1
190,Heavy,Junior Employees,Female,,1,0,0,0,1,0,0,0,0,1,0
191,Heavy,Junior Employees,Male,,1,0,0,0,1,0,0,0,0,0,1
192,Heavy,Junior Employees,Female,,1,0,0,0,1,0,0,0,0,1,0
193,Heavy,Secretaries,Male,,1,0,0,0,0,0,1,0,0,0,1
194,Heavy,Secretaries,Female,,1,0,0,0,0,0,1,0,0,1,0
