Poisson,,,,,,,,Logistic,,,,,,,,,
Row ID,count,child,camper,persons,nofish,livebait,xb,count,child,camper,persons,nofish,livebait,xb,Prediction,Raw Resid.,Pearson Resid.
36,0,0,1,1,0,1,-1.108257532,0,0,1,1,0,1,-1.108257532,0.207868502,-0.207868502,-0.438912882
37,1,0,0,2,1,0,0.515419424,1,0,0,2,1,0,0.515419424,0.611067357,0.388932643,0.490432558
38,1,1,1,2,1,1,1.982768536,1,1,1,2,1,1,1.982768536,1.966812052,-0.966812052,-0.610110957
39,7,1,1,4,1,1,2.066855907,7,1,1,4,1,1,2.066855907,2.574444221,4.425555779,2.370863496
40,0,1,1,3,1,1,0.095011771,0,1,1,3,1,1,0.095011771,0.141975527,-0.141975527,-0.334771614
41,14,1,1,4,0,1,5.352674007,14,1,1,4,0,1,5.352674007,60.42563731,-46.42563731,-5.673923306
42,0,0,1,1,0,1,-0.711813927,0,0,1,1,0,1,-0.711813927,0.342134561,-0.342134561,-0.563840766
43,32,0,1,4,0,1,3.484046221,32,0,1,4,0,1,3.484046221,29.91028684,2.089713159,0.377146785
44,0,2,0,3,1,0,2.400906324,0,2,0,3,1,0,2.400906324,0.141635948,-0.141635948,-0.323669422
45,1,0,1,4,1,0,0.376028478,1,0,1,4,1,0,0.376028478,0.743132458,0.256867542,0.297265396
46,0,2,0,4,1,1,1.085056424,0,2,0,4,1,1,1.085056424,0.002756952,-0.002756952,-0.045147981
47,0,0,1,1,0,1,-1.067198753,0,0,1,1,0,1,-1.067198753,0.219405456,-0.219405456,-0.450951517
48,0,1,1,2,0,1,0.322997063,0,1,1,2,0,1,0.322997063,0.171446422,-0.171446422,-0.370559117
49,1,0,0,1,0,1,0.501066327,1,0,0,1,0,1,0.501066327,0.839841365,0.160158635,0.149972032
50,5,1,1,2,0,1,2.011488438,5,1,1,2,0,1,2.011488438,1.822570985,3.177429015,2.087957593
51,0,1,0,2,0,1,0.95714736,0,1,0,2,0,1,0.95714736,0.098227698,-0.098227698,-0.248139457
52,1,1,1,2,0,1,1.114434004,1,1,1,2,0,1,1.114434004,0.595159041,0.404840959,0.460864015
53,0,1,1,2,0,1,-0.673830032,0,1,1,2,0,1,-0.673830032,0.024782824,-0.024782824,-0.147575694
54,22,0,1,4,0,1,3.196705818,22,0,1,4,0,1,3.196705818,22.74749005,-0.747490055,-0.15445368
55,0,0,0,2,1,0,-0.3863208,0,0,0,2,1,0,-0.3863208,0.233811114,-0.233811114,-0.474668063
56,15,0,1,3,0,1,2.718511581,15,0,1,3,0,1,2.718511581,13.13645553,1.863544466,0.506323501
57,0,0,1,1,1,0,-1.269290566,0,0,1,1,1,0,-1.269290566,0.112443408,-0.112443408,-0.334356034
58,0,0,1,1,0,1,-1.087805986,0,0,1,1,0,1,-1.087805986,0.213553369,-0.213553369,-0.444884255
59,0,0,1,1,0,1,-0.984578311,0,0,1,1,0,1,-0.984578311,0.244159156,-0.244159156,-0.475790257
60,5,1,1,4,1,1,1.872467756,5,1,1,4,1,1,1.872467756,2.065050782,2.934949218,1.745844101
61,4,0,1,1,1,1,1.547955513,4,0,1,1,1,1,1.547955513,3.916368132,0.083631868,0.041486137
62,2,0,0,2,0,1,1.004094243,2,0,0,2,0,1,1.004094243,1.730375052,0.269624948,0.173786941
63,0,1,1,2,0,1,-0.165202618,0,1,1,2,0,1,-0.165202618,0.069435804,-0.069435804,-0.241095559
64,2,1,0,2,0,1,1.471645236,2,1,0,2,0,1,1.471645236,0.280976616,1.719023384,2.384033909
65,32,0,1,4,0,1,3.489336014,32,0,1,4,0,1,3.489336014,30.06135928,1.938640716,0.34901073
66,0,3,0,4,0,1,1.885775805,0,3,0,4,0,1,1.885775805,0.000196906,-0.000196906,-0.012621899
67,0,0,1,1,0,1,-2.272530079,0,0,1,1,0,1,-2.272530079,0.033497964,-0.033497964,-0.177661253
68,1,0,0,1,0,1,0.613840997,1,0,0,1,0,1,0.613840997,0.976128043,0.023871957,0.020739429
69,0,2,0,3,1,1,2.878997564,0,2,0,3,1,1,2.878997564,0.150300404,-0.150300404,-0.238912641
70,0,0,1,1,1,1,-0.944848835,0,0,1,1,1,1,-0.944848835,0.288869019,-0.288869019,-0.517106072
71,0,1,1,2,0,1,0.820035219,0,1,1,2,0,1,0.820035219,0.387009184,-0.387009184,-0.548387767
72,7,0,1,3,0,1,2.088183641,7,0,1,3,0,1,2.088183641,7.189526788,-0.189526788,-0.06931181
73,0,3,0,4,0,1,2.16530633,0,3,0,4,0,1,2.16530633,0.000374458,-0.000374458,-0.016921583
74,0,2,0,4,1,0,0.55752635,0,2,0,4,1,0,0.55752635,0.002907964,-0.002907964,-0.051629706
75,0,2,1,3,0,1,-0.627695501,0,2,1,3,0,1,-0.627695501,0.000460197,-0.000460197,-0.020803529
76,0,0,1,1,1,0,-3.275050163,0,0,1,1,1,0,-3.275050163,0.009890955,-0.009890955,-0.099074759
77,0,0,0,2,0,1,0.307397574,0,0,0,2,0,1,0.307397574,0.692661175,-0.692661175,-0.703184188
78,0,2,0,3,0,1,0.459303737,0,2,0,3,0,1,0.459303737,0.000517377,-0.000517377,-0.021105071
79,0,0,1,1,1,1,-0.188099161,0,0,1,1,1,1,-0.188099161,0.689303042,-0.689303042,-0.803000355
80,0,1,0,2,0,1,-0.19742322,0,1,0,2,0,1,-0.19742322,0.007763802,-0.007763802,-0.07965938
81,2,0,0,4,0,1,0.901133239,2,0,0,4,0,1,0.901133239,1.804963849,0.195036151,0.118049261
82,3,1,1,4,0,1,2.22973752,3,1,1,4,0,1,2.22973752,2.768798901,0.231201099,0.120267346
83,1,1,0,2,1,1,1.150078893,1,1,0,2,1,1,1.150078893,0.174559502,0.825440498,1.496351398
84,5,0,1,3,0,1,1.716530919,5,0,1,3,0,1,1.716530919,5.030398599,-0.030398599,-0.013250914
85,0,0,0,1,0,1,-0.465738386,0,0,0,1,0,1,-0.465738386,0.185705364,-0.185705364,-0.379153465
86,2,0,1,1,0,1,1.019573331,2,0,1,1,0,1,1.019573331,2.125788261,-0.125788261,-0.084365707
87,1,1,0,3,1,0,1.867413759,1,1,0,3,1,0,1.867413759,0.722703519,0.277296481,0.304621678
88,0,1,0,4,1,0,0.714378536,0,1,0,4,1,0,0.714378536,0.158900188,-0.158900188,-0.370157697
89,1,0,1,1,1,1,0.044008121,1,0,1,1,1,1,0.044008121,0.881165604,0.118834396,0.122699584
90,149,0,1,4,0,1,5.005039692,149,0,1,4,0,1,5.005039692,127.2051248,21.7948752,1.918623603
91,0,2,1,3,0,1,2.461556435,0,2,1,3,0,1,2.461556435,0.385164956,-0.385164956,-0.460043283
92,1,1,1,3,0,1,1.570416808,1,1,1,3,0,1,1.570416808,1.178448327,-0.178448327,-0.142443656
93,0,0,0,2,0,1,-1.490852475,0,0,0,2,0,1,-1.490852475,0.026173777,-0.026173777,-0.149473532
94,0,0,1,3,0,1,-0.865133345,0,0,1,3,0,1,-0.865133345,0.335223865,-0.335223865,-0.551958223
95,1,1,0,2,0,1,0.833803177,1,1,0,2,0,1,0.833803177,0.075600292,0.924399708,2.708169755
96,0,2,0,4,0,1,2.208499908,0,2,0,4,0,1,2.208499908,0.029530523,-0.029530523,-0.124355199
97,0,1,1,3,0,1,1.633207917,0,1,1,3,0,1,1.633207917,1.273714803,-1.273714803,-0.978812753
98,0,2,0,4,0,1,1.524009705,0,2,0,4,0,1,1.524009705,0.006232123,-0.006232123,-0.064814955
99,2,0,0,4,1,0,2.491374731,2,0,0,4,1,0,2.491374731,5.03467812,-3.03467812,-1.340276891
100,2,0,1,2,0,1,1.084769011,2,0,1,2,0,1,1.084769011,2.484752312,-0.484752312,-0.299941143
101,29,0,0,4,0,1,3.59467721,29,0,0,4,0,1,3.59467721,29.81843672,-0.818436717,-0.13551199
102,3,0,1,1,0,1,1.128834605,3,0,1,1,0,1,1.128834605,2.365451337,0.634548663,0.40380556
103,0,0,1,2,1,0,-0.385939926,0,0,1,2,1,0,-0.385939926,0.295879819,-0.295879819,-0.542633629
104,0,2,0,4,0,1,2.21350956,0,2,0,4,0,1,2.21350956,0.02986649,-0.02986649,-0.124924919
105,5,0,0,3,1,0,2.518778086,5,0,0,3,1,0,2.518778086,4.709510783,0.290489217,0.132815038
106,0,0,1,2,0,1,0.011589484,0,0,1,2,0,1,0.011589484,0.840012658,-0.840012658,-0.88452341
107,0,1,0,4,0,1,3.29880619,0,1,0,4,0,1,3.29880619,6.050356495,-6.050356495,-1.496943059
108,0,0,1,1,0,1,-0.258302957,0,0,1,1,0,1,-0.258302957,0.574580997,-0.574580997,-0.733012256
109,0,1,0,3,0,1,0.931161046,0,1,0,3,0,1,0.931161046,0.098205172,-0.098205172,-0.2443775
110,0,1,1,4,0,1,3.234340668,0,1,1,4,0,1,3.234340668,7.826157809,-7.826157809,-2.508340606
111,1,1,1,4,0,1,0.566562116,1,1,1,4,0,1,0.566562116,0.297996803,0.702003197,1.110945875
112,7,0,1,1,0,1,1.974095106,7,0,1,1,0,1,1.974095106,5.352142555,1.647857445,0.701237346
113,1,0,1,2,0,1,0.109922774,1,0,1,2,0,1,0.109922774,0.931713244,0.068286756,0.068342269
114,0,0,0,1,0,1,-1.052196026,0,0,0,1,0,1,-1.052196026,0.061188239,-0.061188239,-0.22467558
115,2,1,0,4,1,0,1.193210363,2,1,0,4,1,0,1.193210363,0.329093777,1.670906223,2.688934888
116,0,2,0,3,0,1,0.351580232,0,2,0,3,0,1,0.351580232,0.000403977,-0.000403977,-0.01877634
117,2,0,0,2,1,1,1.180063128,2,0,0,2,1,1,1.180063128,2.376492901,-0.376492901,-0.207441189
118,0,1,0,2,0,1,0.442351252,0,1,0,2,0,1,0.442351252,0.032344216,-0.032344216,-0.152396825
119,0,1,0,4,0,1,0.339507729,0,1,0,4,0,1,0.339507729,0.028582167,-0.028582167,-0.141096185
120,0,1,1,3,1,0,0.368057549,0,1,1,3,1,0,0.368057549,0.19998152,-0.19998152,-0.440377674
121,1,2,1,3,1,1,2.431215048,1,2,1,3,1,1,2.431215048,0.426822231,0.573177769,0.642808162
122,0,1,0,2,0,1,-0.267399877,0,1,0,2,0,1,-0.267399877,0.006629321,-0.006629321,-0.074026941
123,0,0,0,1,1,1,-0.36659652,0,0,0,1,1,1,-0.36659652,0.256553332,-0.256553332,-0.440621366
124,0,3,1,4,1,0,1.48165834,0,3,1,4,1,0,1.48165834,0.003565693,-0.003565693,-0.057407279
125,0,0,0,1,0,1,-0.620765746,0,0,0,1,0,1,-0.620765746,0.140292891,-0.140292891,-0.332138153
126,0,3,1,4,1,0,1.59366858,0,3,1,4,1,0,1.59366858,0.004582694,-0.004582694,-0.064824099
127,3,1,0,4,0,1,2.824294329,3,1,0,4,0,1,2.824294329,3.219083566,-0.219083566,-0.074093254
128,4,0,1,1,0,1,1.487538576,4,0,1,1,0,1,1.487538576,3.350813844,0.649186156,0.34803449
129,3,0,1,3,0,1,1.139073014,3,0,1,3,0,1,1.139073014,2.873465451,0.126534549,0.072587355
130,3,0,0,2,0,1,1.415821791,3,0,0,2,0,1,1.415821791,2.778275991,0.221724009,0.1140566
131,8,0,1,4,0,1,2.172077894,8,0,1,4,0,1,2.172077894,8.549835463,-0.549835463,-0.184002139
132,2,0,1,3,1,0,0.818082452,2,0,1,3,1,0,0.818082452,1.034088876,0.965911124,0.948203318
133,1,0,1,1,1,1,0.332590669,1,0,1,1,1,1,0.332590669,1.185594219,-0.185594219,-0.165650911
134,6,0,0,4,0,1,1.856842756,6,0,0,4,0,1,1.856842756,5.334776,0.665224,0.241958159
135,0,2,1,4,1,1,0.593688667,0,2,1,4,1,1,0.593688667,0.009396887,-0.009396887,-0.087154869
136,0,1,1,2,0,1,0.061764006,0,1,1,2,0,1,0.061764006,0.106966548,-0.106966548,-0.296026666
137,5,0,0,4,1,1,1.984782338,5,0,0,4,1,1,1.984782338,6.750810158,-1.750810158,-0.568565637
138,3,1,1,4,0,1,1.963856339,3,1,1,4,0,1,1.963856339,2.054423229,0.945576771,0.56661925
139,31,1,0,3,0,1,3.72607255,31,1,0,3,0,1,3.72607255,9.211334293,21.78866571,4.64293039
140,0,1,1,2,0,1,0.349324912,0,1,1,2,0,1,0.349324912,0.179502509,-0.179502509,-0.378771753
141,2,0,0,2,0,1,0.704055548,2,0,0,2,0,1,0.704055548,1.191133145,0.808866855,0.625576992
142,0,3,1,4,1,1,1.569243789,0,3,1,4,1,1,1.569243789,0.001244653,-0.001244653,-0.032047481
143,0,1,1,2,0,1,0.781064868,0,1,1,2,0,1,0.781064868,0.364544909,-0.364544909,-0.532660603
144,0,0,0,3,1,0,0.139555037,0,0,0,3,1,0,0.139555037,0.45384704,-0.45384704,-0.661344764
145,0,1,1,3,0,1,1.541620493,0,1,1,3,0,1,1.541620493,1.136710895,-1.136710895,-0.923547422
146,0,0,0,1,1,1,0.071873553,0,0,0,1,1,1,0.071873553,0.517989424,-0.517989424,-0.617346993
147,0,0,0,2,0,1,0.746514857,0,0,0,2,0,1,0.746514857,1.257954911,-1.257954911,-0.9470784
148,6,0,1,4,1,1,1.925082445,6,0,1,4,1,1,1.925082445,7.43527778,-1.43527778,-0.51389881
149,9,0,0,3,0,1,2.214212179,9,0,0,3,0,1,2.214212179,7.037151629,1.962848371,0.642865158
150,0,2,1,3,1,0,-0.599701524,0,2,1,3,1,0,-0.599701524,0.00203172,-0.00203172,-0.044425337
151,0,1,1,2,1,0,-2.107331038,0,1,1,2,1,0,-2.107331038,0.003835472,-0.003835472,-0.061436853
152,0,0,1,1,0,1,-2.490455389,0,0,1,1,0,1,-2.490455389,0.022297002,-0.022297002,-0.1453952
153,0,1,1,2,0,1,-0.070476264,0,1,1,2,0,1,-0.070476264,0.083354774,-0.083354774,-0.262952406
154,0,0,0,1,0,1,-0.233503744,0,0,0,1,0,1,-0.233503744,0.277186812,-0.277186812,-0.458531546
155,2,0,0,2,0,1,2.148858786,2,0,0,2,0,1,2.148858786,6.013158575,-4.013158575,-1.440968892
156,15,0,0,3,0,1,3.173754692,15,0,0,3,0,1,3.173754692,18.11086384,-3.110863845,-0.65939527
157,1,0,1,1,0,1,0.676705837,1,0,1,1,0,1,0.676705837,1.515391549,-0.515391549,-0.408232515
158,2,0,1,2,1,1,0.903368711,2,0,1,2,1,1,0.903368711,2.295579769,-0.295579769,-0.189927129
159,3,1,1,3,0,1,2.121471882,3,1,1,3,0,1,2.121471882,2.249787542,0.750212458,0.438490225
160,0,0,1,1,1,1,-1.680656552,0,0,1,1,1,1,-1.680656552,0.104744772,-0.104744772,-0.311629254
161,65,0,1,4,0,1,4.26848793,65,0,1,4,0,1,4.26848793,63.11578998,1.884210022,0.234908029
162,5,0,1,3,0,1,1.759671211,5,0,1,3,0,1,1.759671211,5.243822644,-0.243822644,-0.104136279
163,0,0,0,1,0,1,0.007159876,0,0,0,1,0,1,0.007159876,0.409147135,-0.409147135,-0.552651348
164,0,2,1,3,1,1,3.533810616,0,2,1,3,1,1,3.533810616,2.527292831,-2.527292831,-1.083259057
165,0,1,0,4,0,1,1.902828455,0,1,0,4,0,1,1.902828455,0.721084116,-0.721084116,-0.555948484
166,0,2,0,4,0,1,2.054314375,0,2,0,4,0,1,2.054314375,0.020834382,-0.020834382,-0.107880126
167,1,0,0,1,1,1,0.132048607,1,0,0,1,1,1,0.132048607,0.566599424,0.433400576,0.493323312
168,8,1,1,4,0,1,2.844588757,8,1,1,4,0,1,2.844588757,5.291092886,2.708907114,1.041328863
169,0,0,1,3,0,1,-0.150227517,0,0,1,3,0,1,-0.150227517,0.771750395,-0.771750395,-0.84221024
170,0,2,1,3,0,1,0.377593964,0,2,1,3,0,1,0.377593964,0.004555099,-0.004555099,-0.062625446
171,0,3,1,4,0,1,1.461001873,0,3,1,4,0,1,1.461001873,0.000803917,-0.000803917,-0.026170825
172,2,0,1,3,0,1,0.951952934,2,0,1,3,0,1,0.951952934,2.391451895,-0.391451895,-0.245675283
173,4,1,1,2,0,1,1.531072855,4,1,1,2,0,1,1.531072855,1.032259251,2.967740749,2.568676331
174,5,0,0,4,1,1,1.716095209,5,0,0,4,1,1,1.716095209,5.102151534,-0.102151534,-0.037693564
175,9,0,0,2,0,1,2.242041826,9,0,0,2,0,1,2.242041826,6.606404228,2.393595772,0.822837959
176,0,2,0,4,0,1,3.389037609,0,2,0,4,0,1,3.389037609,0.397559361,-0.397559361,-0.337544069
177,0,0,0,2,0,1,-0.457464665,0,0,0,2,0,1,-0.457464665,0.201276926,-0.201276926,-0.389463846
178,0,0,1,2,0,1,-0.263669461,0,0,1,2,0,1,-0.263669461,0.623877427,-0.623877427,-0.760282007
179,0,0,0,1,0,1,-0.71243757,0,0,0,1,0,1,-0.71243757,0.118302544,-0.118302544,-0.30649873
180,21,0,1,2,1,1,3.053916931,21,0,1,2,1,1,3.053916931,18.15712221,2.842877791,0.659329542
181,0,0,0,1,0,1,-2.708276749,0,0,0,1,0,1,-2.708276749,0.001693384,-0.001693384,-0.04006619
182,6,0,1,3,0,1,1.872051477,6,0,1,3,0,1,1.872051477,5.842511178,0.157488822,0.063782935
183,0,1,0,2,0,1,0.169749007,0,1,0,2,0,1,0.169749007,0.017689048,-0.017689048,-0.116192306
184,0,0,1,2,1,0,-0.348856091,0,0,1,2,1,0,-0.348856091,0.306744993,-0.306744993,-0.552525507
185,0,1,1,2,0,1,0.240219221,0,1,1,2,0,1,0.240219221,0.148104976,-0.148104976,-0.345585052
186,0,1,0,3,1,1,2.40387702,0,1,0,3,1,1,2.40387702,1.824571213,-1.824571213,-0.855052328
187,16,1,1,4,0,1,2.988574505,16,1,1,4,0,1,2.988574505,6.121911591,9.878088409,3.548528492
188,0,2,0,3,1,0,0.005257762,0,2,0,3,1,0,0.005257762,0.000789686,-0.000789686,-0.027427261
189,0,2,1,3,0,1,0.400785357,0,2,1,3,0,1,0.400785357,0.004800563,-0.004800563,-0.064195205
190,4,0,1,4,1,1,1.592312098,4,0,1,4,1,1,1.592312098,5.397734468,-1.397734468,-0.585485527
191,2,1,1,2,0,1,1.022531271,2,1,1,2,0,1,1.022531271,0.522398504,1.477601496,1.796705863
192,10,0,1,3,0,1,2.377341747,10,0,1,3,0,1,2.377341747,9.482731104,0.517268896,0.165056692
193,0,0,1,1,1,0,-2.112927198,0,0,1,1,1,0,-2.112927198,0.045639881,-0.045639881,-0.212852867
194,0,0,1,1,0,1,-0.557507157,0,0,1,1,0,1,-0.557507157,0.410272067,-0.410272067,-0.61801382
195,0,0,0,1,1,0,-1.276221037,0,0,0,1,1,0,-1.276221037,0.070134347,-0.070134347,-0.26018973
196,2,0,1,2,1,0,1.060786009,2,0,1,2,1,0,1.060786009,1.188057973,0.811942027,0.743886402
197,1,0,1,2,1,1,0.409971446,1,0,1,2,1,1,0.409971446,1.404555968,-0.404555968,-0.330686209
198,3,0,0,1,0,1,1.472747684,3,0,0,1,0,1,1.472747684,2.707590411,0.292409589,0.155204598
199,0,1,1,3,0,1,1.122244954,0,1,1,3,0,1,1.122244954,0.650650305,-0.650650305,-0.698025212
200,0,2,1,4,0,1,2.242376328,0,2,1,4,0,1,2.242376328,0.26901572,-0.26901572,-0.38608371
201,21,0,1,2,0,1,3.163843393,21,0,1,2,0,1,3.163843393,18.30218373,2.69781627,0.623541559
202,0,1,0,2,0,1,-0.585306764,0,1,0,2,0,1,-0.585306764,0.003224638,-0.003224638,-0.052800099
203,0,0,0,2,0,1,-0.015607119,0,0,0,2,0,1,-0.015607119,0.424426861,-0.424426861,-0.554619421
204,2,0,1,1,1,0,0.834488332,2,0,1,1,1,0,0.834488332,0.872187547,1.127812453,1.206036607
205,0,1,1,2,1,0,-1.268876076,0,1,1,2,1,0,-1.268876076,0.018817896,-0.018817896,-0.135457537
206,3,1,1,4,0,1,2.757081985,3,1,1,4,0,1,2.757081985,4.838120158,-1.838120158,-0.736601218
207,0,1,1,3,0,1,1.703949213,0,1,1,3,0,1,1.703949213,1.388352872,-1.388352872,-1.023084342
208,38,0,1,4,0,1,3.765002489,38,0,1,4,0,1,3.765002489,39.08496079,-1.084960795,-0.171527879
209,0,3,1,4,1,1,2.719051123,0,3,1,4,1,1,2.719051123,0.017163784,-0.017163784,-0.102959918
210,0,0,1,1,0,1,-0.154021844,0,0,1,1,0,1,-0.154021844,0.643601946,-0.643601946,-0.776468509
211,0,0,0,1,0,1,-0.411525637,0,0,0,1,0,1,-0.411525637,0.204342905,-0.204342905,-0.396707549
212,1,0,1,1,0,1,0.531122029,1,0,1,1,0,1,0.531122029,1.310014697,-0.310014697,-0.263766679
213,3,0,0,1,0,1,1.340306163,3,0,0,1,0,1,1.340306163,2.339916735,0.660083265,0.375398755
214,0,0,1,1,0,1,-1.562050104,0,0,1,1,0,1,-1.562050104,0.109510145,-0.109510145,-0.318902732
215,1,0,0,2,0,1,0.225383952,1,0,0,2,0,1,0.225383952,0.614322962,0.385677038,0.416305862
216,0,2,0,4,1,1,4.502663612,0,2,0,4,1,1,4.502663612,4.040855793,-4.040855793,-0.811815655
217,0,1,0,2,1,0,0.162199765,0,1,0,2,1,0,0.162199765,0.053246544,-0.053246544,-0.219697608
218,0,2,0,4,0,1,3.047013521,0,2,0,4,0,1,3.047013521,0.190696475,-0.190696475,-0.256678638
219,0,1,0,3,0,1,1.630753398,0,1,0,3,0,1,1.630753398,0.406646903,-0.406646903,-0.446683045
220,5,2,1,4,0,1,1.983255029,5,2,1,4,0,1,1.983255029,0.160036314,4.839963686,9.336588083
221,0,2,0,4,0,1,3.877111435,0,2,0,4,0,1,3.877111435,1.0830164,-1.0830164,-0.490058713
222,0,1,0,4,1,0,1.58475554,0,1,0,4,1,0,1.58475554,0.556400462,-0.556400462,-0.688788715
223,2,0,0,3,0,1,1.701143265,2,0,0,3,0,1,1.701143265,4.137316602,-2.137316602,-0.893966368
224,0,1,1,2,1,1,-0.170604989,0,1,1,2,1,1,-0.170604989,0.080973926,-0.080973926,-0.258869913
225,0,0,1,1,0,1,-0.49698019,0,0,1,1,0,1,-0.49698019,0.439869678,-0.439869678,-0.640182099
226,0,1,0,2,0,1,1.218269944,0,1,0,2,0,1,1.218269944,0.169009572,-0.169009572,-0.313460805
227,1,0,1,2,0,1,0.037536614,1,0,1,2,0,1,0.037536614,0.863398997,0.136601003,0.141914481
228,4,1,1,3,1,1,1.523244143,4,1,1,3,1,1,1.523244143,1.248946626,2.751053374,2.125299672
229,0,0,0,1,1,1,-0.907698154,0,0,0,1,1,1,-0.907698154,0.095944896,-0.095944896,-0.277103724
230,0,2,1,3,0,1,2.331376553,0,2,1,3,0,1,2.331376553,0.300975009,-0.300975009,-0.413093026
231,2,1,1,2,0,1,1.068086028,2,1,1,2,0,1,1.068086028,0.557522168,1.442477832,1.697152282
232,3,0,1,1,0,1,1.40126574,3,0,1,1,0,1,1.40126574,3.082500007,-0.082500007,-0.046085257
233,0,2,0,4,1,1,3.930421829,0,2,0,4,1,1,3.930421829,1.419636695,-1.419636695,-0.538130221
234,0,1,0,3,0,1,0.196246982,0,1,0,3,0,1,0.196246982,0.019748,-0.019748,-0.120975248
235,0,0,0,2,0,1,0.029527381,0,0,0,2,0,1,0.029527381,0.455764533,-0.455764533,-0.573910768
236,0,0,0,2,1,0,-0.766901433,0,0,0,2,1,0,-0.766901433,0.148904989,-0.148904989,-0.378359205
237,1,0,1,1,0,1,0.661188662,1,0,1,1,0,1,0.661188662,1.492144075,-0.492144075,-0.392790377
238,2,0,1,2,0,1,1.015074015,2,0,1,2,0,1,1.015074015,2.320742822,-0.320742822,-0.205222625
239,0,0,1,1,0,1,-1.046668053,0,0,1,1,0,1,-1.046668053,0.225361554,-0.225361554,-0.457046823
