Row ID,APPLY,PARED,PUBLIC,GPA,FittedMean: cat=1,FittedMean: cat=2,FittedMean: cat=3,FittedProb: cat=1,FittedProb: cat=2,FittedProb: cat=3,ResponseResidual: cat=1,ResponseResidual: cat=2,ResponseResidual: cat=3,PearsonResidual: cat=1,PearsonResidual: cat=2,PearsonResidual: cat=3,StdPearsonResidual: cat=1,StdPearsonResidual: cat=2,StdPearsonResidual: cat=3,DevianceResiduals,StdDevianceResiduals,Leverage
12,1,1,1,3.650000095,0.275123622,0.368348337,0.356528041,0.275123622,0.368348337,0.356528041,0.724876378,-0.368348337,-0.356528041,1.623185046,-0.76364328,-0.744358296,1.685420982,-0.792922785,-0.772898379,1.606570724,1.668169636,0.072488562
13,2,0,0,2.839999914,0.604385424,0.33020184,0.065412737,0.604385424,0.33020184,0.065412737,-0.604385424,0.66979816,-0.065412737,-1.236006767,1.424236892,-0.264558202,-1.240299241,1.429183062,-0.265476975,1.488657903,1.493827798,0.006909697
14,3,0,1,3.900000095,0.502145586,0.290394256,0.207460157,0.502145586,0.290394256,0.207460157,-0.502145586,-0.290394256,0.792539843,-1.00430042,-0.639713403,1.95453387,-1.038548811,-0.661528743,2.021186875,1.773592947,1.834075552,0.064866829
15,2,0,0,2.680000067,0.624279631,0.317440479,0.05827989,0.624279631,0.317440479,0.05827989,-0.624279631,0.682559521,-0.05827989,-1.289012748,1.466354956,-0.248770247,-1.29455926,1.472664556,-0.249840684,1.514902601,1.521421098,0.008550601
16,1,1,0,3.569999933,0.26294151,0.516284748,0.220773741,0.26294151,0.516284748,0.220773741,0.73705849,-0.516284748,-0.220773741,1.674254211,-1.033117593,-0.532282171,1.712242764,-1.056558862,-0.544359566,1.634517461,1.671604394,0.043880621
17,1,0,0,3.089999914,0.572225542,0.349747999,0.078026458,0.572225542,0.349747999,0.078026458,0.427774458,-0.349747999,-0.078026458,0.864617069,-0.733393018,-0.290912055,0.86777823,-0.736074405,-0.29197567,1.056619194,1.060482341,0.007272372
18,1,0,1,3.5,0.565365051,0.273231851,0.161403098,0.565365051,0.273231851,0.161403098,0.434634949,-0.273231851,-0.161403098,0.876794553,-0.613151392,-0.438711791,0.895781094,-0.626428875,-0.448211872,1.067973453,1.091099876,0.04194178
19,1,0,0,2.170000076,0.683645405,0.27651593,0.039838665,0.683645405,0.27651593,0.039838665,0.316354595,-0.27651593,-0.039838665,0.680254814,-0.618223617,-0.203694958,0.687441062,-0.624754564,-0.205846802,0.872142087,0.881355442,0.020797962
20,3,0,1,3.359999895,0.586614313,0.266238222,0.147147465,0.586614313,0.266238222,0.147147465,-0.586614313,-0.266238222,0.852852535,-1.191238196,-0.602362129,2.407468316,-1.214537975,-0.614143907,2.454556699,1.957712968,1.996004454,0.038000108
21,2,0,0,3.400000095,0.53078101,0.372837256,0.096381734,0.53078101,0.372837256,0.096381734,-0.53078101,0.627162744,-0.096381734,-1.063579354,1.296971625,-0.326591492,-1.071063088,1.306097592,-0.32888951,1.404715819,1.414599914,0.013925582
22,3,0,0,2.75,0.615645714,0.323039989,0.061314298,0.615645714,0.323039989,0.061314298,-0.615645714,-0.323039989,0.938685702,-1.265609033,-0.690790944,3.912724076,-1.270492545,-0.693456448,3.927821815,2.362939789,2.37205749,0.007672814
23,2,1,0,3.200000048,0.306785861,0.510218516,0.182995623,0.306785861,0.510218516,0.182995623,-0.306785861,0.489781484,-0.182995623,-0.665248592,0.9797676,-0.47326911,-0.676832738,0.996828547,-0.481510268,1.160100152,1.180301277,0.033937524
24,1,0,0,2.440000057,0.653014606,0.298148371,0.048837023,0.653014606,0.298148371,0.048837023,0.346985394,-0.298148371,-0.048837023,0.728943973,-0.651768796,-0.22659333,0.733799898,-0.656110612,-0.228102802,0.923207217,0.929357244,0.01319122
25,1,0,0,2.829999924,0.605645237,0.329408586,0.064946177,0.605645237,0.329408586,0.064946177,0.394354763,-0.329408586,-0.064946177,0.80692727,-0.700871601,-0.263547252,0.80975546,-0.703328079,-0.264470956,1.001459817,1.004969822,0.006973097
26,1,0,1,3,0.638565769,0.246582933,0.114851298,0.638565769,0.246582933,0.114851298,0.361434231,-0.246582933,-0.114851298,0.752335966,-0.57208924,-0.360213376,0.765984038,-0.58246747,-0.366747981,0.947133151,0.964315026,0.035317927
27,2,0,1,3.269999981,0.599982355,0.261526768,0.138490878,0.599982355,0.261526768,0.138490878,-0.599982355,0.738473232,-0.138490878,-1.22469985,1.680386972,-0.400941161,-1.247618579,1.711833317,-0.408444274,1.637814787,1.668464447,0.036402505
28,2,1,0,3.140000105,0.314144355,0.508577038,0.177278606,0.314144355,0.508577038,0.177278606,-0.314144355,0.491422962,-0.177278606,-0.676781177,0.982990562,-0.464196401,-0.688452403,0.99994243,-0.47220156,1.162874519,1.182928521,0.033618288
29,2,0,0,3.369999886,0.534857087,0.370676403,0.09446651,0.534857087,0.370676403,0.09446651,-0.534857087,0.629323597,-0.09446651,-1.072323128,1.302985365,-0.322988216,-1.079326022,1.311494619,-0.325097517,1.408847632,1.418048228,0.012934325
30,3,0,1,2.789999962,0.666863294,0.234351259,0.098785446,0.666863294,0.234351259,0.098785446,-0.666863294,-0.234351259,0.901214554,-1.414839458,-0.553246735,3.020421929,-1.442166084,-0.563932305,3.078759248,2.151652848,2.193210504,0.037537603
31,1,0,0,2.900000095,0.596782082,0.334945938,0.06827198,0.596782082,0.334945938,0.06827198,0.403217918,-0.334945938,-0.06827198,0.821981464,-0.70967398,-0.27069278,0.824727202,-0.712044568,-0.271596999,1.016074067,1.01946815,0.006647453
32,2,0,0,3.380000114,0.533499776,0.371398694,0.09510153,0.533499776,0.371398694,0.09510153,-0.533499776,0.628601306,-0.09510153,-1.069402495,1.300970514,-0.324185678,-1.076561662,1.309679925,-0.326355955,1.407465202,1.416887547,0.013255838
33,1,0,1,2.950000048,0.645444096,0.243708975,0.110846929,0.645444096,0.243708975,0.110846929,0.354555904,-0.243708975,-0.110846929,0.741161828,-0.567663915,-0.353080364,0.754731989,-0.578057449,-0.359545021,0.935752828,0.952885815,0.035636925
34,1,0,0,2.980000019,0.586528903,0.341223978,0.072247119,0.586528903,0.341223978,0.072247119,0.413471097,-0.341223978,-0.072247119,0.839610515,-0.719698966,-0.279057765,0.842407269,-0.722096293,-0.27998731,1.032989188,1.036430089,0.006628888
35,1,1,1,3.809999943,0.253750879,0.36502344,0.381225681,0.253750879,0.36502344,0.381225681,0.746249121,-0.36502344,-0.381225681,1.714897387,-0.758196072,-0.784919166,1.787187792,-0.790157343,-0.818006933,1.65614147,1.725955057,0.079262357
36,1,0,0,2.74000001,0.616885872,0.322241413,0.060872715,0.616885872,0.322241413,0.060872715,0.383114128,-0.322241413,-0.060872715,0.788064332,-0.689529993,-0.254594553,0.79114931,-0.692229247,-0.255591196,0.982925474,0.986773262,0.007783522
37,1,0,0,2.619999886,0.631591138,0.312626462,0.0557824,0.631591138,0.312626462,0.0557824,0.368408862,-0.312626462,-0.0557824,0.763742608,-0.674398294,-0.243059473,0.767390937,-0.677619833,-0.244220546,0.958658466,0.96323789,0.009485794
38,1,0,0,2.849999905,0.603123477,0.330994394,0.065882128,0.603123477,0.330994394,0.065882128,0.396876523,-0.330994394,-0.065882128,0.811193734,-0.703388787,-0.265572419,0.813987178,-0.705810992,-0.26648695,1.005617553,1.009080519,0.00685183
39,2,0,0,2.5,0.645960202,0.302976326,0.051063472,0.645960202,0.302976326,0.051063472,-0.645960202,0.697023674,-0.051063472,-1.350755792,1.516768906,-0.231972546,-1.358807927,1.525810679,-0.233355382,1.545380606,1.554592939,0.011816647
40,2,0,0,2.75,0.615645714,0.323039989,0.061314298,0.615645714,0.323039989,0.061314298,-0.615645714,0.676960011,-0.061314298,-1.265609033,1.447615967,-0.255576417,-1.270492545,1.453201775,-0.256562591,1.503315775,1.509116508,0.007672814
41,1,0,0,2.259999991,0.673641048,0.28369905,0.042659902,0.673641048,0.28369905,0.042659902,0.326358952,-0.28369905,-0.042659902,0.69603887,-0.629333973,-0.211094444,0.702400527,-0.635085961,-0.213023805,0.888884559,0.897008787,0.018032014
42,1,0,0,2.029999971,0.698789586,0.265430647,0.035779768,0.698789586,0.265430647,0.035779768,0.301210414,-0.265430647,-0.035779768,0.65654089,-0.601117165,-0.192632978,0.665065045,-0.60892173,-0.195134015,0.846647039,0.857639424,0.025469772
43,2,1,0,2.849999905,0.350502849,0.498196773,0.151300378,0.350502849,0.498196773,0.151300378,-0.350502849,0.501803227,-0.151300378,-0.734610533,1.003612981,-0.422224084,-0.748383063,1.022428788,-0.430139971,1.180474611,1.202606232,0.036467425
44,1,0,0,2.720000029,0.619359484,0.320642824,0.059997692,0.619359484,0.320642824,0.059997692,0.380640516,-0.320642824,-0.059997692,0.783945931,-0.687007817,-0.252640407,0.787108527,-0.689779345,-0.253659609,0.978845672,0.982794533,0.00801984
45,2,0,0,2.890000105,0.598054537,0.334157206,0.067788257,0.598054537,0.334157206,0.067788257,-0.598054537,0.665842794,-0.067788257,-1.219794944,1.411596055,-0.269662122,-1.22388762,1.416332265,-0.270566897,1.48063751,1.485605369,0.006676811
46,2,1,0,2.470000029,0.399619308,0.478958247,0.121422445,0.399619308,0.478958247,0.121422445,-0.399619308,0.521041753,-0.121422445,-0.815849164,1.043007509,-0.371757239,-0.836805951,1.069799331,-0.381306599,1.213376983,1.2445451,0.049460374
47,1,0,0,3.039999962,0.578755674,0.34589061,0.075353716,0.578755674,0.34589061,0.075353716,0.421244326,-0.34589061,-0.075353716,0.853138225,-0.727183799,-0.28547266,0.856088101,-0.729698165,-0.286459732,1.045824908,1.049441033,0.006879652
48,1,0,0,3.099999905,0.570913949,0.350515761,0.07857029,0.570913949,0.350515761,0.07857029,0.429086051,-0.350515761,-0.07857029,0.866935668,-0.734631367,-0.292010234,0.870148837,-0.737354169,-0.293092527,1.058788726,1.06271297,0.007371695
49,1,0,0,2.569999933,0.637619883,0.308607921,0.053772196,0.637619883,0.308607921,0.053772196,0.362380117,-0.308607921,-0.053772196,0.753878322,-0.668099789,-0.238386158,0.757823803,-0.671596342,-0.239633771,0.948696968,0.953662048,0.010385555
50,1,0,0,2.089999914,0.692362014,0.270166353,0.037471633,0.692362014,0.270166353,0.037471633,0.307637986,-0.270166353,-0.037471633,0.666581665,-0.608420291,-0.19730793,0.674526388,-0.615671812,-0.199659565,0.857492063,0.867712171,0.023417721
51,2,0,0,2.940000057,0.591671682,0.338092328,0.07023599,0.591671682,0.338092328,0.07023599,-0.591671682,0.661907672,-0.07023599,-1.203748177,1.399204037,-0.274848573,-1.207733831,1.403836852,-0.275758607,1.472709245,1.477585439,0.006589328
52,1,0,0,3.450000048,0.523960308,0.376397564,0.099642128,0.523960308,0.376397564,0.099642128,0.476039692,-0.376397564,-0.099642128,0.953174441,-0.776907834,-0.332670211,0.960774954,-0.783102815,-0.335322888,1.136960285,1.146026287,0.015759049
53,1,0,0,2.759999991,0.614403332,0.323838058,0.061758609,0.614403332,0.323838058,0.061758609,0.385596668,-0.323838058,-0.061758609,0.792209151,-0.692051767,-0.256561485,0.795223651,-0.69468515,-0.257537748,0.987019426,0.990775214,0.007567144
54,3,0,1,2.960000038,0.644075361,0.244285941,0.111638698,0.644075361,0.244285941,0.111638698,-0.644075361,-0.244285941,0.888361302,-1.345207611,-0.568552385,2.820898329,-1.36978407,-0.578939633,2.872435126,2.094033203,2.132290436,0.035561788
55,1,0,0,2.890000105,0.598054537,0.334157206,0.067788257,0.598054537,0.334157206,0.067788257,0.401945463,-0.334157206,-0.067788257,0.819809924,-0.708417962,-0.269662122,0.822560563,-0.710794857,-0.270566897,1.013975671,1.017377779,0.006676811
56,2,0,0,2.970000029,0.587817593,0.340442527,0.07173988,0.587817593,0.340442527,0.07173988,-0.587817593,0.659557473,-0.07173988,-1.194198618,1.391888415,-0.278000436,-1.198164899,1.396511281,-0.278923757,1.467997928,1.472873576,0.006609635
57,2,0,1,3.910000086,0.500527895,0.2907606,0.208711505,0.500527895,0.2907606,0.208711505,-0.500527895,0.7092394,-0.208711505,-1.001056349,1.561811616,-0.51357724,-1.03565045,1.615784072,-0.531325235,1.571785628,1.626102762,0.065690743
58,2,0,0,2.769999981,0.613158738,0.3246356,0.062205662,0.613158738,0.3246356,0.062205662,-0.613158738,0.6753644,-0.062205662,-1.258983577,1.442351168,-0.257549763,-1.263710206,1.447766216,-0.258516688,1.500034637,1.505666248,0.007466567
59,1,0,0,2.509999991,0.644775945,0.303781035,0.05144302,0.644775945,0.303781035,0.05144302,0.355224055,-0.303781035,-0.05144302,0.742244128,-0.660552597,-0.232879637,0.74658715,-0.664417625,-0.234242264,0.936859002,0.942340756,0.011600494
60,1,0,0,3.24000001,0.552366205,0.361117565,0.086516229,0.552366205,0.361117565,0.086516229,0.447633795,-0.361117565,-0.086516229,0.900218396,-0.751819928,-0.307750221,0.904540324,-0.755429398,-0.309227723,1.089535715,1.094766551,0.009533247
61,1,0,0,2.440000057,0.653014606,0.298148371,0.048837023,0.653014606,0.298148371,0.048837023,0.346985394,-0.298148371,-0.048837023,0.728943973,-0.651768796,-0.22659333,0.733799898,-0.656110612,-0.228102802,0.923207217,0.929357244,0.01319122
62,2,0,0,2.779999971,0.61191194,0.325432593,0.062655467,0.61191194,0.325432593,0.062655467,-0.61191194,0.674567407,-0.062655467,-1.255681,1.439733643,-0.25854126,-1.260334641,1.445069397,-0.259499431,1.498399096,1.503952268,0.007371137
63,1,0,0,2.940000057,0.591671682,0.338092328,0.07023599,0.591671682,0.338092328,0.07023599,0.408328318,-0.338092328,-0.07023599,0.830738537,-0.714692049,-0.274848573,0.833489143,-0.71705842,-0.275758607,1.024503185,1.027895353,0.006589328
64,1,1,0,3.220000029,0.304347076,0.510725809,0.184927115,0.304347076,0.510725809,0.184927115,0.695652924,-0.510725809,-0.184927115,1.511860569,-1.021686721,-0.476323572,1.538331371,-1.039575187,-0.484663406,1.542456826,1.56946333,0.034118856
65,1,0,0,3.5,0.517107317,0.379903756,0.102988926,0.517107317,0.379903756,0.102988926,0.482892683,-0.379903756,-0.102988926,0.966351156,-0.782721464,-0.338841319,0.975081442,-0.789792788,-0.341902506,1.148481475,1.158857177,0.01782662
66,3,1,0,3.569999933,0.26294151,0.516284748,0.220773741,0.26294151,0.516284748,0.220773741,-0.26294151,-0.516284748,0.779226259,-0.597280863,-1.033117593,1.878702791,-0.610833068,-1.056558862,1.921330249,1.738169667,1.777608452,0.043880621
67,2,0,0,3.170000076,0.561682414,0.355852528,0.082465058,0.561682414,0.355852528,0.082465058,-0.561682414,0.644147472,-0.082465058,-1.132011831,1.345419214,-0.299794511,-1.136721037,1.351016202,-0.301041666,1.437524874,1.443505024,0.008268434
68,1,0,1,3.230000019,0.60584568,0.259384543,0.134769777,0.60584568,0.259384543,0.134769777,0.39415432,-0.259384543,-0.134769777,0.806588708,-0.591800953,-0.394666636,0.821472101,-0.602721025,-0.401949132,1.001129341,1.019602451,0.035907648
69,1,0,0,2.910000086,0.595507557,0.335733838,0.068758604,0.595507557,0.335733838,0.068758604,0.404492443,-0.335733838,-0.068758604,0.824160066,-0.71092943,-0.271726747,0.826903306,-0.713295779,-0.272631197,1.018176016,1.021565044,0.006623968
70,1,0,0,3.279999971,0.547006528,0.364090724,0.088902748,0.547006528,0.364090724,0.088902748,0.452993472,-0.364090724,-0.088902748,0.910017444,-0.756671239,-0.312374249,0.914800509,-0.760648315,-0.314016093,1.09844849,1.104221952,0.01042973
71,1,0,1,3.319999933,0.592585115,0.264163552,0.143251333,0.592585115,0.264163552,0.143251333,0.407414885,-0.264163552,-0.143251333,0.829169038,-0.599164122,-0.408905185,0.845037737,-0.61063097,-0.416730843,1.022996346,1.042574527,0.037204734
72,1,0,0,3.619999886,0.500541505,0.388078671,0.111379824,0.500541505,0.388078671,0.111379824,0.499458495,-0.388078671,-0.111379824,0.998917576,-0.796364865,-0.354034169,1.011018767,-0.806012271,-0.358323047,1.176490337,1.190742699,0.023795344
73,1,0,0,2.549999952,0.640014813,0.306999344,0.052985843,0.640014813,0.306999344,0.052985843,0.359985187,-0.306999344,-0.052985843,0.749975891,-0.66558251,-0.236538419,0.754049182,-0.669197441,-0.237823113,0.944736956,0.949868039,0.0107746
74,1,0,0,2.970000029,0.587817593,0.340442527,0.07173988,0.587817593,0.340442527,0.07173988,0.412182407,-0.340442527,-0.07173988,0.837381642,-0.718448397,-0.278000436,0.84016283,-0.720834573,-0.278923757,1.030862353,1.034286147,0.006609635
75,3,1,0,3.630000114,0.256109583,0.516594056,0.227296361,0.256109583,0.516594056,0.227296361,-0.256109583,-0.516594056,0.772703639,-0.586757207,-1.033757586,1.843784831,-0.60102096,-1.058887679,1.888606252,1.721337015,1.763181795,0.046901844
76,1,0,1,3.019999981,0.635790341,0.24772458,0.116485079,0.635790341,0.24772458,0.116485079,0.364209659,-0.24772458,-0.116485079,0.7568656,-0.573846999,-0.363101635,0.77056117,-0.584230826,-0.369672001,0.951720991,0.968942492,0.035231105
77,1,0,1,3.599999905,0.549877411,0.277943948,0.172178641,0.549877411,0.277943948,0.172178641,0.450122589,-0.277943948,-0.172178641,0.904758069,-0.620430523,-0.456059308,0.9262924,-0.635197516,-0.466914069,1.093672634,1.11970336,0.045955289
78,1,0,0,2.950000048,0.590388994,0.338876679,0.070734327,0.590388994,0.338876679,0.070734327,0.409611006,-0.338876679,-0.070734327,0.832945684,-0.715944905,-0.275895848,0.835703844,-0.718315636,-0.27680943,1.026619352,1.03001883,0.006589914
79,3,1,1,3.809999943,0.253750879,0.36502344,0.381225681,0.253750879,0.36502344,0.381225681,-0.253750879,-0.36502344,0.618774319,-0.583125269,-0.758196072,1.274016539,-0.607706543,-0.790157343,1.327721893,1.388786334,1.447329736,0.079262357
80,2,1,0,2.680000067,0.372315792,0.490331227,0.137352981,0.372315792,0.490331227,0.137352981,-0.372315792,0.509668773,-0.137352981,-0.770167394,1.019528186,-0.399027182,-0.786513393,1.041166608,-0.407496118,1.193879511,1.219218358,0.041133797
81,1,1,0,3.720000029,0.246022176,0.516699346,0.237278478,0.246022176,0.516699346,0.237278478,0.753977824,-0.516699346,-0.237278478,1.750621101,-1.033975539,-0.557758469,1.798212216,-1.062084448,-0.572921286,1.674714066,1.720241628,0.052231151
82,1,0,0,2.49000001,0.647142035,0.302171601,0.050686364,0.647142035,0.302171601,0.050686364,0.352857965,-0.302171601,-0.050686364,0.738414401,-0.658040317,-0.231068482,0.742898915,-0.662036706,-0.2324718,0.932941028,0.938606935,0.012036575
83,1,0,0,2.720000029,0.619359484,0.320642824,0.059997692,0.619359484,0.320642824,0.059997692,0.380640516,-0.320642824,-0.059997692,0.783945931,-0.687007817,-0.252640407,0.787108527,-0.689779345,-0.253659609,0.978845672,0.982794533,0.00801984
84,1,1,0,2.25,0.428483052,0.465274276,0.106242673,0.428483052,0.465274276,0.106242673,0.571516948,-0.465274276,-0.106242673,1.154908913,-0.932800955,-0.344778111,1.191657056,-0.962481827,-0.355748635,1.301924802,1.343350856,0.060724731
85,1,0,0,2.529999971,0.642400186,0.305390332,0.052209482,0.642400186,0.305390332,0.052209482,0.357599814,-0.305390332,-0.052209482,0.746097893,-0.663066719,-0.234702931,0.75030377,-0.666804536,-0.23602599,0.940790973,0.946094367,0.011179709
86,1,0,0,3.259999991,0.549689562,0.362607514,0.087702923,0.549689562,0.362607514,0.087702923,0.450310438,-0.362607514,-0.087702923,0.905101452,-0.754249325,-0.31005511,0.909645247,-0.758035811,-0.31161165,1.093985002,1.099477031,0.009965305
87,3,0,0,2.569999933,0.637619883,0.308607921,0.053772196,0.637619883,0.308607921,0.053772196,-0.637619883,-0.308607921,0.946227804,-1.326474009,-0.668099789,4.194874437,-1.333416215,-0.671596342,4.216828641,2.417849767,2.430503773,0.010385555
88,1,0,0,2.900000095,0.596782082,0.334945938,0.06827198,0.596782082,0.334945938,0.06827198,0.403217918,-0.334945938,-0.06827198,0.821981464,-0.70967398,-0.27069278,0.824727202,-0.712044568,-0.271596999,1.016074067,1.01946815,0.006647453
89,1,0,0,3.049999952,0.577453403,0.346664486,0.075882111,0.577453403,0.346664486,0.075882111,0.422546597,-0.346664486,-0.075882111,0.855418881,-0.728427853,-0.286553695,0.85840469,-0.730970405,-0.287553901,1.047976648,1.051634574,0.006944549
90,2,0,0,2.849999905,0.603123477,0.330994394,0.065882128,0.603123477,0.330994394,0.065882128,-0.603123477,0.669005606,-0.065882128,-1.23275114,1.421688855,-0.265572419,-1.236996268,1.426584613,-0.26648695,1.487046629,1.492167455,0.00685183
91,2,0,0,4,0.447307543,0.411286175,0.141406282,0.447307543,0.411286175,0.141406282,-0.447307543,0.588713825,-0.141406282,-0.89962464,1.196410074,-0.405826589,-0.924593478,1.229616111,-0.417090196,1.333016141,1.370013642,0.053281131
92,3,1,0,3.400000095,0.282737402,0.514377711,0.202884887,0.282737402,0.514377711,0.202884887,-0.282737402,-0.514377711,0.797115113,-0.627845143,-1.029181012,1.982146149,-0.639967532,-1.049052366,2.020417286,1.786122348,1.820608671,0.037525582
93,2,0,1,3.24000001,0.604384459,0.259922732,0.135692809,0.604384459,0.259922732,0.135692809,-0.604384459,0.740077268,-0.135692809,-1.236004275,1.687393612,-0.396227261,-1.258884363,1.71862952,-0.403561957,1.641566859,1.671954452,0.036019459
94,1,0,1,3.509999991,0.563827368,0.273714255,0.162458377,0.563827368,0.273714255,0.162458377,0.436172632,-0.273714255,-0.162458377,0.879541082,-0.613896204,-0.440420834,0.898753403,-0.627305891,-0.4500412,1.070520583,1.093904578,0.042296303
95,3,0,0,2.549999952,0.640014813,0.306999344,0.052985843,0.640014813,0.306999344,0.052985843,-0.640014813,-0.306999344,0.947014157,-1.333376195,-0.66558251,4.227643039,-1.340618066,-0.669197441,4.250604338,2.423935028,2.437099975,0.0107746
96,1,0,0,3.059999943,0.576149241,0.347437187,0.076413572,0.576149241,0.347437187,0.076413572,0.423850759,-0.347437187,-0.076413572,0.857707061,-0.729670838,-0.287638145,0.860731913,-0.732244148,-0.288652551,1.050131947,1.053835418,0.007016208
97,3,0,0,3,0.583945605,0.342783819,0.073270576,0.583945605,0.342783819,0.073270576,-0.583945605,-0.342783819,0.926729424,-1.184707505,-0.722197586,3.556408765,-1.188688238,-0.72462424,3.568358645,2.286305388,2.293987597,0.006686475
98,2,0,0,3.130000114,0.566968239,0.352811204,0.080220557,0.566968239,0.352811204,0.080220557,-0.566968239,0.647188796,-0.080220557,-1.144246229,1.354391786,-0.295325527,-1.148684323,1.359644955,-0.296470982,1.443483425,1.449082146,0.007712338
99,1,0,0,3.160000086,0.563006499,0.355094331,0.08189917,0.563006499,0.355094331,0.08189917,0.436993501,-0.355094331,-0.08189917,0.881009893,-0.742033944,-0.298672034,0.884607967,-0.745064436,-0.299891821,1.07188069,1.076258288,0.008118302
100,2,0,0,2.470000029,0.649498401,0.300562176,0.049939423,0.649498401,0.300562176,0.049939423,-0.649498401,0.699437824,-0.049939423,-1.361269272,1.525483077,-0.229269409,-1.369849188,1.535098012,-0.230714466,1.550548702,1.560321622,0.012487572
101,2,0,0,2.890000105,0.598054537,0.334157206,0.067788257,0.598054537,0.334157206,0.067788257,-0.598054537,0.665842794,-0.067788257,-1.219794944,1.411596055,-0.269662122,-1.22388762,1.416332265,-0.270566897,1.48063751,1.485605369,0.006676811
102,1,0,0,2.74000001,0.616885872,0.322241413,0.060872715,0.616885872,0.322241413,0.060872715,0.383114128,-0.322241413,-0.060872715,0.788064332,-0.689529993,-0.254594553,0.79114931,-0.692229247,-0.255591196,0.982925474,0.986773262,0.007783522
103,1,0,0,3.160000086,0.563006499,0.355094331,0.08189917,0.563006499,0.355094331,0.08189917,0.436993501,-0.355094331,-0.08189917,0.881009893,-0.742033944,-0.298672034,0.884607967,-0.745064436,-0.299891821,1.07188069,1.076258288,0.008118302
104,1,0,0,2.920000076,0.594230975,0.336520885,0.06924814,0.594230975,0.336520885,0.06924814,0.405769025,-0.336520885,-0.06924814,0.826345758,-0.712184279,-0.27276403,0.829088949,-0.714548492,-0.273669515,1.020281518,1.02366851,0.006606413
105,2,0,0,3.569999933,0.507463025,0.384715419,0.107821556,0.507463025,0.384715419,0.107821556,-0.507463025,0.615284581,-0.107821556,-1.015039125,1.2646438,-0.347637753,-1.025936451,1.278220849,-0.351369946,1.382209382,1.3970486,0.021130843
106,2,1,0,3.49000001,0.27217858,0.51557625,0.212245171,0.27217858,0.51557625,0.212245171,-0.27217858,0.48442375,-0.212245171,-0.611525477,0.969317966,-0.519066943,-0.624295802,0.989559977,-0.529906481,1.151060444,1.175097735,0.040492706
