Row ID,Count,X1,Trt,trtx1,Ltime,Prediction,Raw Resid.,Deviance Resid.,Pearson Resid.,Laverage,Std Deviance Resid.,Std Pearson Resid.,Cook Distance
16,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
17,11,0,0,0,2.079441542,30.78571429,-19.78571429,-4.114609075,-3.565965328,0.035714286,-4.190112787,-3.631401342,0.122102553
18,5,1,0,0,0.693147181,8.598214286,-3.598214286,-1.332389692,-1.227108293,0.008928571,-1.33837799,-1.232623415,0.003421983
19,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
20,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
21,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
22,11,0,0,0,2.079441542,30.78571429,-19.78571429,-4.114609075,-3.565965328,0.035714286,-4.190112787,-3.631401342,0.122102553
23,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
24,5,1,0,0,0.693147181,8.598214286,-3.598214286,-1.332389692,-1.227108293,0.008928571,-1.33837799,-1.232623415,0.003421983
25,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
26,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
27,6,0,0,0,2.079441542,30.78571429,-24.78571429,-5.472470473,-4.4671118,0.035714286,-5.572891151,-4.549083992,0.19161264
28,2,1,0,0,0.693147181,8.598214286,-6.598214286,-2.713447831,-2.250206027,0.008928571,-2.725643164,-2.260319363,0.011506855
29,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
30,0,1,0,0,0.693147181,8.598214286,-8.598214286,-4.146857674,-2.932271182,0.008928571,-4.165495331,-2.945449995,0.01953981
31,5,1,0,0,0.693147181,8.598214286,-3.598214286,-1.332389692,-1.227108293,0.008928571,-1.33837799,-1.232623415,0.003421983
32,10,0,1,0,2.079441542,27.63333333,-17.63333333,-3.864959645,-3.354422631,0.033333333,-3.931032117,-3.411767343,0.100346176
33,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
34,6,1,1,1,0.693147181,5.708333333,0.291666667,0.121058464,0.122076519,0.008333333,0.121566049,0.122588372,3.15712E-05
35,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
36,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
37,19,0,1,0,2.079441542,27.63333333,-8.633333333,-1.741402447,-1.642335466,0.033333333,-1.771172167,-1.67041161,0.024054094
38,2,1,1,1,0.693147181,5.708333333,-3.708333333,-1.794866849,-1.552115737,0.008333333,-1.80239253,-1.558623588,0.005103587
39,6,1,1,1,0.693147181,5.708333333,0.291666667,0.121058464,0.122076519,0.008333333,0.121566049,0.122588372,3.15712E-05
40,7,1,1,1,0.693147181,5.708333333,1.291666667,0.521947715,0.540624582,0.008333333,0.524136184,0.542891362,0.000619183
41,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
42,24,0,1,0,2.079441542,27.63333333,-3.633333333,-0.707218069,-0.69117593,0.033333333,-0.719308142,-0.702991759,0.004260323
43,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
44,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
45,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
46,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
47,31,0,1,0,2.079441542,27.63333333,3.366666667,0.628061613,0.640447421,0.033333333,0.638798486,0.651396033,0.003657903
48,22,1,1,1,0.693147181,5.708333333,16.29166667,5.174721482,6.81884554,0.008333333,5.196418522,6.847436213,0.098502905
49,17,1,1,1,0.693147181,5.708333333,11.29166667,3.810564147,4.726105221,0.008333333,3.826541425,4.745921263,0.047318842
50,19,1,1,1,0.693147181,5.708333333,13.29166667,4.371740871,5.563201349,0.008333333,4.390071102,5.586527243,0.065565728
51,16,1,1,1,0.693147181,5.708333333,10.29166667,3.521056478,4.307557157,0.008333333,3.535819883,4.325618273,0.039308768
52,14,0,1,0,2.079441542,27.63333333,-13.63333333,-2.868385302,-2.593495002,0.033333333,-2.917421081,-2.637831461,0.059984093
53,5,1,1,1,0.693147181,5.708333333,-0.708333333,-0.302943619,-0.296471545,0.008333333,-0.304213828,-0.297714618,0.000186206
54,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
55,7,1,1,1,0.693147181,5.708333333,1.291666667,0.521947715,0.540624582,0.008333333,0.524136184,0.542891362,0.000619183
56,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
57,8,0,0,0,2.079441542,30.78571429,-22.78571429,-4.899967456,-4.106653211,0.035714286,-4.989882616,-4.182010932,0.16193718
58,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
59,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
60,1,1,0,0,0.693147181,8.598214286,-7.598214286,-3.300502915,-2.591238604,0.008928571,-3.31533671,-2.602884679,0.015259028
61,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
62,66,0,0,0,2.079441542,30.78571429,35.21428571,5.49865021,6.346645872,0.035714286,5.599551291,6.463107804,0.386775579
63,7,1,0,0,0.693147181,8.598214286,-1.598214286,-0.563388934,-0.545043138,0.008928571,-0.565921032,-0.547492782,0.000675109
64,18,1,0,0,0.693147181,8.598214286,9.401785714,2.791746478,3.206315218,0.008928571,2.804293716,3.220725696,0.023362779
65,9,1,0,0,0.693147181,8.598214286,0.401785714,0.135975124,0.137022018,0.008928571,0.136586252,0.13763785,4.26671E-05
66,21,1,0,0,0.693147181,8.598214286,12.40178571,3.563857496,4.229412951,0.008928571,3.579874914,4.248421645,0.040651096
67,11,0,1,0,2.079441542,27.63333333,-16.63333333,-3.605809431,-3.164190724,0.033333333,-3.667451664,-3.218283372,0.089287482
68,2,1,1,1,0.693147181,5.708333333,-3.708333333,-1.794866849,-1.552115737,0.008333333,-1.80239253,-1.558623588,0.005103587
69,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
70,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
71,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
72,27,0,0,0,2.079441542,30.78571429,-3.785714286,-0.697049689,-0.682296615,0.035714286,-0.709840659,-0.694816863,0.004470097
73,5,1,0,0,0.693147181,8.598214286,-3.598214286,-1.332389692,-1.227108293,0.008928571,-1.33837799,-1.232623415,0.003421983
74,2,1,0,0,0.693147181,8.598214286,-6.598214286,-2.713447831,-2.250206027,0.008928571,-2.725643164,-2.260319363,0.011506855
75,8,1,0,0,0.693147181,8.598214286,-0.598214286,-0.206447548,-0.20401056,0.008928571,-0.207375407,-0.204927466,9.45839E-05
76,7,1,0,0,0.693147181,8.598214286,-1.598214286,-0.563388934,-0.545043138,0.008928571,-0.565921032,-0.547492782,0.000675109
77,67,0,1,0,2.079441542,27.63333333,39.36666667,6.320318506,7.488796081,0.033333333,6.428365965,7.616818963,0.500137337
78,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
79,7,1,1,1,0.693147181,5.708333333,1.291666667,0.521947715,0.540624582,0.008333333,0.524136184,0.542891362,0.000619183
80,7,1,1,1,0.693147181,5.708333333,1.291666667,0.521947715,0.540624582,0.008333333,0.524136184,0.542891362,0.000619183
81,7,1,1,1,0.693147181,5.708333333,1.291666667,0.521947715,0.540624582,0.008333333,0.524136184,0.542891362,0.000619183
82,41,0,1,0,2.079441542,27.63333333,13.36666667,2.370592481,2.542766493,0.033333333,2.411118365,2.586235736,0.057660477
83,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
84,18,1,1,1,0.693147181,5.708333333,12.29166667,4.093980278,5.144653285,0.008333333,4.111145889,5.166224253,0.056071162
85,2,1,1,1,0.693147181,5.708333333,-3.708333333,-1.794866849,-1.552115737,0.008333333,-1.80239253,-1.558623588,0.005103587
86,5,1,1,1,0.693147181,5.708333333,-0.708333333,-0.302943619,-0.296471545,0.008333333,-0.304213828,-0.297714618,0.000186206
87,12,0,0,0,2.079441542,30.78571429,-18.78571429,-3.867812032,-3.385736033,0.035714286,-3.93878698,-3.447864812,0.110071961
88,6,1,0,0,0.693147181,8.598214286,-2.598214286,-0.937490115,-0.886075715,0.008928571,-0.941703575,-0.890058098,0.001784242
89,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
90,0,1,0,0,0.693147181,8.598214286,-8.598214286,-4.146857674,-2.932271182,0.008928571,-4.165495331,-2.945449995,0.01953981
91,2,1,0,0,0.693147181,8.598214286,-6.598214286,-2.713447831,-2.250206027,0.008928571,-2.725643164,-2.260319363,0.011506855
92,7,0,1,0,2.079441542,27.63333333,-20.63333333,-4.695006914,-3.925118353,0.033333333,-4.775269257,-3.992219253,0.137394953
93,2,1,1,1,0.693147181,5.708333333,-3.708333333,-1.794866849,-1.552115737,0.008333333,-1.80239253,-1.558623588,0.005103587
94,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
95,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
96,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
97,52,0,0,0,2.079441542,30.78571429,21.21428571,3.476707669,3.823435748,0.035714286,3.540505791,3.893596385,0.14037123
98,40,1,0,0,0.693147181,8.598214286,31.40178571,7.757733023,10.70903193,0.008928571,7.792599415,10.75716265,0.260622857
99,20,1,0,0,0.693147181,8.598214286,11.40178571,3.311123358,3.888380373,0.008928571,3.326004887,3.905856328,0.034359715
100,23,1,0,0,0.693147181,8.598214286,14.40178571,4.056803377,4.911478107,0.008928571,4.075036293,4.933552277,0.05481968
101,12,1,0,0,0.693147181,8.598214286,3.401785714,1.094019741,1.160119751,0.008928571,1.098936709,1.165333799,0.003058565
102,22,0,1,0,2.079441542,27.63333333,-5.633333333,-1.111545133,-1.071639744,0.033333333,-1.13054728,-1.089959699,0.010241484
103,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
104,2,1,1,1,0.693147181,5.708333333,-3.708333333,-1.794866849,-1.552115737,0.008333333,-1.80239253,-1.558623588,0.005103587
105,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
106,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
107,13,0,1,0,2.079441542,27.63333333,-14.63333333,-3.108175968,-2.783726909,0.033333333,-3.16131103,-2.831315432,0.06910644
108,5,1,1,1,0.693147181,5.708333333,-0.708333333,-0.302943619,-0.296471545,0.008333333,-0.304213828,-0.297714618,0.000186206
109,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
110,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
111,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
112,23,0,0,0,2.079441542,30.78571429,-7.785714286,-1.469635166,-1.403213793,0.035714286,-1.496603198,-1.428962983,0.018906807
113,5,1,0,0,0.693147181,8.598214286,-3.598214286,-1.332389692,-1.227108293,0.008928571,-1.33837799,-1.232623415,0.003421983
114,6,1,0,0,0.693147181,8.598214286,-2.598214286,-0.937490115,-0.886075715,0.008928571,-0.941703575,-0.890058098,0.001784242
115,6,1,0,0,0.693147181,8.598214286,-2.598214286,-0.937490115,-0.886075715,0.008928571,-0.941703575,-0.890058098,0.001784242
116,5,1,0,0,0.693147181,8.598214286,-3.598214286,-1.332389692,-1.227108293,0.008928571,-1.33837799,-1.232623415,0.003421983
117,10,0,0,0,2.079441542,30.78571429,-20.78571429,-4.36830805,-3.746194622,0.035714286,-4.448467178,-3.814937872,0.134756953
118,14,1,0,0,0.693147181,8.598214286,5.401785714,1.687159348,1.842184907,0.008928571,1.694742125,1.850464431,0.007712204
119,13,1,0,0,0.693147181,8.598214286,4.401785714,1.39452279,1.501152329,0.008928571,1.40079034,1.507899115,0.00512108
120,6,1,0,0,0.693147181,8.598214286,-2.598214286,-0.937490115,-0.886075715,0.008928571,-0.941703575,-0.890058098,0.001784242
121,0,1,0,0,0.693147181,8.598214286,-8.598214286,-4.146857674,-2.932271182,0.008928571,-4.165495331,-2.945449995,0.01953981
122,46,0,1,0,2.079441542,27.63333333,18.36666667,3.186154419,3.493926029,0.033333333,3.240622543,3.553655587,0.108866104
123,11,1,1,1,0.693147181,5.708333333,5.291666667,1.961623452,2.214816838,0.008333333,1.969848324,2.224103322,0.010392092
124,14,1,1,1,0.693147181,5.708333333,8.291666667,2.921696976,3.470461029,0.008333333,2.933947332,3.485012293,0.025515359
125,25,1,1,1,0.693147181,5.708333333,19.29166667,5.938358623,8.074489732,0.008333333,5.963257511,8.108345183,0.138120297
126,15,1,1,1,0.693147181,5.708333333,9.291666667,3.224958889,3.889009093,0.008333333,3.238480788,3.905315283,0.03204094
127,36,0,1,0,2.079441542,27.63333333,8.366666667,1.51999689,1.591606957,0.033333333,1.545981625,1.618815885,0.022591076
128,10,1,1,1,0.693147181,5.708333333,4.291666667,1.621674017,1.796268774,0.008333333,1.628473518,1.803800332,0.006835495
129,5,1,1,1,0.693147181,5.708333333,-0.708333333,-0.302943619,-0.296471545,0.008333333,-0.304213828,-0.297714618,0.000186206
130,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
131,8,1,1,1,0.693147181,5.708333333,2.291666667,0.903823991,0.959172646,0.008333333,0.907613626,0.963194352,0.001949041
132,52,0,0,0,2.079441542,30.78571429,21.21428571,3.476707669,3.823435748,0.035714286,3.540505791,3.893596385,0.14037123
133,26,1,0,0,0.693147181,8.598214286,17.40178571,4.768292403,5.93457584,0.008928571,4.789723039,5.961248225,0.080037118
134,12,1,0,0,0.693147181,8.598214286,3.401785714,1.094019741,1.160119751,0.008928571,1.098936709,1.165333799,0.003058565
135,6,1,0,0,0.693147181,8.598214286,-2.598214286,-0.937490115,-0.886075715,0.008928571,-0.941703575,-0.890058098,0.001784242
136,22,1,0,0,0.693147181,8.598214286,13.40178571,3.812334814,4.570445529,0.008928571,3.82946899,4.590986961,0.047471084
137,38,0,1,0,2.079441542,27.63333333,10.36666667,1.864801336,1.972070772,0.033333333,1.896680591,2.005783825,0.034682489
138,19,1,1,1,0.693147181,5.708333333,13.29166667,4.371740871,5.563201349,0.008333333,4.390071102,5.586527243,0.065565728
139,7,1,1,1,0.693147181,5.708333333,1.291666667,0.521947715,0.540624582,0.008333333,0.524136184,0.542891362,0.000619183
140,6,1,1,1,0.693147181,5.708333333,0.291666667,0.121058464,0.122076519,0.008333333,0.121566049,0.122588372,3.15712E-05
141,7,1,1,1,0.693147181,5.708333333,1.291666667,0.521947715,0.540624582,0.008333333,0.524136184,0.542891362,0.000619183
142,33,0,0,0,2.079441542,30.78571429,2.214285714,0.394433056,0.399079152,0.035714286,0.401670964,0.406402316,0.001529286
143,12,1,0,0,0.693147181,8.598214286,3.401785714,1.094019741,1.160119751,0.008928571,1.098936709,1.165333799,0.003058565
144,6,1,0,0,0.693147181,8.598214286,-2.598214286,-0.937490115,-0.886075715,0.008928571,-0.941703575,-0.890058098,0.001784242
145,8,1,0,0,0.693147181,8.598214286,-0.598214286,-0.206447548,-0.20401056,0.008928571,-0.207375407,-0.204927466,9.45839E-05
146,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
147,7,0,1,0,2.079441542,27.63333333,-20.63333333,-4.695006914,-3.925118353,0.033333333,-4.775269257,-3.992219253,0.137394953
148,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
149,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
150,2,1,1,1,0.693147181,5.708333333,-3.708333333,-1.794866849,-1.552115737,0.008333333,-1.80239253,-1.558623588,0.005103587
151,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
152,18,0,0,0,2.079441542,30.78571429,-12.78571429,-2.500196888,-2.304360266,0.035714286,-2.546075887,-2.346645633,0.050988386
153,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
154,4,1,0,0,0.693147181,8.598214286,-4.598214286,-1.753381629,-1.568140871,0.008928571,-1.761262035,-1.575188731,0.005588332
155,6,1,0,0,0.693147181,8.598214286,-2.598214286,-0.937490115,-0.886075715,0.008928571,-0.941703575,-0.890058098,0.001784242
156,2,1,0,0,0.693147181,8.598214286,-6.598214286,-2.713447831,-2.250206027,0.008928571,-2.725643164,-2.260319363,0.011506855
157,42,0,0,0,2.079441542,30.78571429,11.21428571,1.914004343,2.021142803,0.035714286,1.949126619,2.058231086,0.039225141
158,7,1,0,0,0.693147181,8.598214286,-1.598214286,-0.563388934,-0.545043138,0.008928571,-0.565921032,-0.547492782,0.000675109
159,9,1,0,0,0.693147181,8.598214286,0.401785714,0.135975124,0.137022018,0.008928571,0.136586252,0.13763785,4.26671E-05
160,12,1,0,0,0.693147181,8.598214286,3.401785714,1.094019741,1.160119751,0.008928571,1.098936709,1.165333799,0.003058565
161,14,1,0,0,0.693147181,8.598214286,5.401785714,1.687159348,1.842184907,0.008928571,1.694742125,1.850464431,0.007712204
162,36,0,1,0,2.079441542,27.63333333,8.366666667,1.51999689,1.591606957,0.033333333,1.545981625,1.618815885,0.022591076
163,6,1,1,1,0.693147181,5.708333333,0.291666667,0.121058464,0.122076519,0.008333333,0.121566049,0.122588372,3.15712E-05
164,10,1,1,1,0.693147181,5.708333333,4.291666667,1.621674017,1.796268774,0.008333333,1.628473518,1.803800332,0.006835495
165,8,1,1,1,0.693147181,5.708333333,2.291666667,0.903823991,0.959172646,0.008333333,0.907613626,0.963194352,0.001949041
166,8,1,1,1,0.693147181,5.708333333,2.291666667,0.903823991,0.959172646,0.008333333,0.907613626,0.963194352,0.001949041
167,11,0,1,0,2.079441542,27.63333333,-16.63333333,-3.605809431,-3.164190724,0.033333333,-3.667451664,-3.218283372,0.089287482
168,2,1,1,1,0.693147181,5.708333333,-3.708333333,-1.794866849,-1.552115737,0.008333333,-1.80239253,-1.558623588,0.005103587
169,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
170,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
171,0,1,1,1,0.693147181,5.708333333,-5.708333333,-3.378855822,-2.389211864,0.008333333,-3.393022995,-2.399229568,0.012093073
172,87,0,0,0,2.079441542,30.78571429,56.21428571,8.266354027,10.13146106,0.035714286,8.4180429,10.31737493,0.985631717
173,16,1,0,0,0.693147181,8.598214286,7.401785714,2.25155999,2.524250062,0.008928571,2.261679411,2.535595064,0.014480276
174,24,1,0,0,0.693147181,8.598214286,15.40178571,4.297486996,5.252510685,0.008928571,4.316801642,5.276117593,0.062696885
175,10,1,0,0,0.693147181,8.598214286,1.401785714,0.465875113,0.478054596,0.008928571,0.467968945,0.480203166,0.000519358
176,9,1,0,0,0.693147181,8.598214286,0.401785714,0.135975124,0.137022018,0.008928571,0.136586252,0.13763785,4.26671E-05
177,50,0,0,0,2.079441542,30.78571429,19.21428571,3.173114096,3.462977159,0.035714286,3.23134123,3.526523325,0.115151544
178,11,1,0,0,0.693147181,8.598214286,2.401785714,0.784808691,0.819087173,0.008928571,0.788335939,0.822768483,0.001524658
179,0,1,0,0,0.693147181,8.598214286,-8.598214286,-4.146857674,-2.932271182,0.008928571,-4.165495331,-2.945449995,0.01953981
180,0,1,0,0,0.693147181,8.598214286,-8.598214286,-4.146857674,-2.932271182,0.008928571,-4.165495331,-2.945449995,0.01953981
181,5,1,0,0,0.693147181,8.598214286,-3.598214286,-1.332389692,-1.227108293,0.008928571,-1.33837799,-1.232623415,0.003421983
182,22,0,1,0,2.079441542,27.63333333,-5.633333333,-1.111545133,-1.071639744,0.033333333,-1.13054728,-1.089959699,0.010241484
183,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
184,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
185,2,1,1,1,0.693147181,5.708333333,-3.708333333,-1.794866849,-1.552115737,0.008333333,-1.80239253,-1.558623588,0.005103587
186,4,1,1,1,0.693147181,5.708333333,-1.708333333,-0.756045496,-0.715019609,0.008333333,-0.759215512,-0.718017608,0.001083087
187,41,0,1,0,2.079441542,27.63333333,13.36666667,2.370592481,2.542766493,0.033333333,2.411118365,2.586235736,0.057660477
188,8,1,1,1,0.693147181,5.708333333,2.291666667,0.903823991,0.959172646,0.008333333,0.907613626,0.963194352,0.001949041
189,6,1,1,1,0.693147181,5.708333333,0.291666667,0.121058464,0.122076519,0.008333333,0.121566049,0.122588372,3.15712E-05
190,5,1,1,1,0.693147181,5.708333333,-0.708333333,-0.302943619,-0.296471545,0.008333333,-0.304213828,-0.297714618,0.000186206
191,7,1,1,1,0.693147181,5.708333333,1.291666667,0.521947715,0.540624582,0.008333333,0.524136184,0.542891362,0.000619183
192,18,0,0,0,2.079441542,30.78571429,-12.78571429,-2.500196888,-2.304360266,0.035714286,-2.546075887,-2.346645633,0.050988386
193,0,1,0,0,0.693147181,8.598214286,-8.598214286,-4.146857674,-2.932271182,0.008928571,-4.165495331,-2.945449995,0.01953981
194,0,1,0,0,0.693147181,8.598214286,-8.598214286,-4.146857674,-2.932271182,0.008928571,-4.165495331,-2.945449995,0.01953981
195,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
196,3,1,0,0,0.693147181,8.598214286,-5.598214286,-2.208794934,-1.909173449,0.008928571,-2.218722152,-1.917754047,0.00828329
197,32,0,1,0,2.079441542,27.63333333,4.366666667,0.810127733,0.830679328,0.033333333,0.823977073,0.844880004,0.00615364
198,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
199,3,1,1,1,0.693147181,5.708333333,-2.708333333,-1.247709031,-1.133567673,0.008333333,-1.252940538,-1.138320598,0.002722214
200,1,1,1,1,0.693147181,5.708333333,-4.708333333,-2.435736537,-1.970663801,0.008333333,-2.445949313,-1.978926578,0.008227207
201,5,1,1,1,0.693147181,5.708333333,-0.708333333,-0.302943619,-0.296471545,0.008333333,-0.304213828,-0.297714618,0.000186206
202,111,0,0,0,2.079441542,30.78571429,80.21428571,11.14817763,14.45696413,0.035714286,11.35274841,14.72225165,2.006895312
203,37,1,0,0,0.693147181,8.598214286,28.40178571,7.154671069,9.685934196,0.008928571,7.186827056,9.729466704,0.213203879
204,29,1,0,0,0.693147181,8.598214286,20.40178571,5.450635134,6.957673573,0.008928571,5.475132494,6.988944174,0.110012029
205,28,1,0,0,0.693147181,8.598214286,19.40178571,5.226167513,6.616640996,0.008928571,5.249656025,6.646378858,0.099491784
206,29,1,0,0,0.693147181,8.598214286,20.40178571,5.450635134,6.957673573,0.008928571,5.475132494,6.988944174,0.110012029
