Row ID,count,child,camper,persons,nofish,livebait,xb,Prediction,Raw Resid.,Deviance Resid.,Pearson Resid.,Laverage,Std Deviance Resid.,Std Pearson Resid.,Cook Distance
78,0,2,0,3,0,1,0.459303737,0.041955092,-0.041955092,-0.289001463,-0.203882198,0.002571348,-0.289373743,-0.20414483,1.53482E-05
79,0,0,1,1,1,1,-0.188099161,0.543422295,-0.543422295,-1.012979349,-0.69636537,0.021705161,-1.024155049,-0.704048025,0.001571085
80,0,1,0,2,0,1,-0.19742322,0.078600309,-0.078600309,-0.394772001,-0.277943151,0.002987461,-0.395363008,-0.278359256,3.31677E-05
81,2,0,0,4,0,1,0.901133239,1.242949877,0.757050123,0.541235455,0.601155033,0.042675845,0.553167594,0.614408166,0.002404025
82,3,1,1,4,0,1,2.22973752,2.227815173,0.772184827,0.394734791,0.423182103,0.02746877,0.400270541,0.429116797,0.000743
83,1,1,0,2,1,1,1.150078893,0.376054407,0.623945593,0.794723922,0.977487365,0.014420825,0.800516941,0.984612609,0.002026429
84,5,0,1,3,0,1,1.716530919,4.905461663,0.094538337,0.029389757,0.029532793,0.02263684,0.029728159,0.029872842,2.95267E-06
85,0,0,0,1,0,1,-0.465738386,0.228003884,-0.228003884,-0.666965388,-0.465853742,0.007992621,-0.669646874,-0.467726673,0.000251803
86,2,0,1,1,0,1,1.019573331,2.01571847,-0.01571847,-0.009217912,-0.009202202,0.03065573,-0.009362536,-0.009346581,3.94676E-07
87,1,1,0,3,1,0,1.867413759,0.605442903,0.394557097,0.429845843,0.476091203,0.0458351,0.440048974,0.487392048,0.001630173
88,0,1,0,4,1,0,0.714378536,0.174249,-0.174249,-0.584745084,-0.409585033,0.016089912,-0.589506872,-0.412920431,0.000398321
89,1,0,1,1,1,1,0.044008121,0.705675553,0.294324447,0.303692989,0.325778765,0.026547958,0.307806286,0.330191198,0.000424766
90,149,0,1,4,0,1,5.005039692,209.4418983,-60.44189834,-0.67576281,-0.606024979,0.137778096,-0.727754268,-0.652650988,0.009723555
91,0,2,1,3,0,1,2.461556435,0.66371755,-0.66371755,-1.112789677,-0.76058247,0.0262746,-1.127703267,-0.770775785,0.002290117
92,1,1,1,3,0,1,1.570416808,1.006459805,-0.006459805,-0.005828864,-0.00582148,0.013423139,-0.005868383,-0.005860949,6.67669E-08
93,0,0,0,2,0,1,-1.490852475,0.075783504,-0.075783504,-0.387693475,-0.27300128,0.004339086,-0.388537339,-0.273595502,4.66022E-05
94,0,0,1,3,0,1,-0.865133345,0.268294235,-0.268294235,-0.721953528,-0.503203184,0.013083897,-0.726723368,-0.506527773,0.000485921
95,1,1,0,2,0,1,0.833803177,0.250927382,0.749072618,1.074616317,1.45538916,0.006698105,1.078233445,1.460287958,0.002054233
96,0,2,0,4,0,1,2.208499908,0.316710374,-0.316710374,-0.782397498,-0.543972943,0.01405665,-0.787955102,-0.547836946,0.000611272
97,0,1,1,3,0,1,1.633207917,1.080170726,-1.080170726,-1.391576071,-0.933411957,0.013864146,-1.401324057,-0.939950505,0.001774469
98,0,2,0,4,0,1,1.524009705,0.14656944,-0.14656944,-0.537094981,-0.37676368,0.007775615,-0.53919536,-0.378237062,0.00016016
99,2,0,0,4,1,0,2.491374731,5.32505784,-3.32505784,-1.205963981,-0.975440454,0.209354003,-1.356261078,-1.097007823,0.045521923
100,2,0,1,2,0,1,1.084769011,2.2859647,-0.2859647,-0.158589731,-0.154047915,0.01755075,-0.160000006,-0.155417801,6.16437E-05
101,29,0,0,4,0,1,3.59467721,25.77599907,3.224000933,0.236069726,0.244929358,0.104488093,0.249462123,0.258824368,0.001116626
102,3,0,1,1,0,1,1.128834605,2.279518802,0.720481198,0.364670474,0.388852986,0.033822579,0.370998505,0.395600649,0.000782647
103,0,0,1,2,1,0,-0.385939926,0.312297543,-0.312297543,-0.777107548,-0.540417335,0.026757606,-0.787717725,-0.547795881,0.001178598
104,0,2,0,4,0,1,2.21350956,0.318501367,-0.318501367,-0.78453293,-0.545407565,0.014119599,-0.790130927,-0.549299294,0.000617331
105,5,0,0,3,1,0,2.518778086,5.211377232,-0.211377232,-0.063715517,-0.063048039,0.206076712,-0.071508215,-0.070759102,0.000185659
106,0,0,1,2,0,1,0.011589484,0.683024961,-0.683024961,-1.12778288,-0.770128662,0.012213231,-1.13473355,-0.774875062,0.001060554
107,0,1,0,4,0,1,3.29880619,4.468092108,-4.468092108,-2.491623945,-1.497725455,0.049587806,-2.555797823,-1.536300639,0.017592083
108,0,0,1,1,0,1,-0.258302957,0.478331715,-0.478331715,-0.953521966,-0.657583775,0.011227179,-0.958920145,-0.661306557,0.000709385
109,0,1,0,3,0,1,0.931161046,0.295060082,-0.295060082,-0.756041302,-0.526233693,0.007600707,-0.758931009,-0.52824504,0.00030531
110,0,1,1,4,0,1,3.234340668,6.902206612,-6.902206612,-2.893210584,-1.650993731,0.041373788,-2.954985779,-1.686245386,0.017531517
111,1,1,1,4,0,1,0.566562116,0.342627098,0.657372902,0.86145691,1.082637344,0.013825893,0.867474588,1.090200071,0.002380422
112,7,0,1,1,0,1,1.974095106,5.902771445,1.097228555,0.283838348,0.297119899,0.072771943,0.294766271,0.30855917,0.001067471
113,1,0,1,2,0,1,0.109922774,0.762970315,0.237029685,0.237705561,0.250941882,0.012620015,0.239219833,0.252540474,0.00011645
114,0,0,0,1,0,1,-1.052196026,0.11782771,-0.11782771,-0.482313396,-0.338857418,0.005060668,-0.483538461,-0.339718109,8.38592E-05
115,2,1,0,4,1,0,1.193210363,0.298711063,1.701288937,1.913446719,3.014468405,0.025414506,1.938234868,3.053519972,0.034734833
116,0,2,0,3,0,1,0.351580232,0.037164057,-0.037164057,-0.272072032,-0.191989495,0.002346619,-0.27239182,-0.192215155,1.24148E-05
117,2,0,0,2,1,1,1.180063128,1.60828516,0.39171484,0.252792899,0.265152564,0.050966557,0.259492083,0.272179287,0.00056835
118,0,1,0,2,0,1,0.442351252,0.161504062,-0.161504062,-0.563340667,-0.394859816,0.004841996,-0.564709487,-0.395819256,0.0001089
119,0,1,0,4,0,1,0.339507729,0.159751109,-0.159751109,-0.560328036,-0.392784864,0.008199937,-0.562639589,-0.394405242,0.000183727
120,0,1,1,3,1,0,0.368057549,0.185986109,-0.185986109,-0.603737148,-0.422624982,0.01783745,-0.609194836,-0.426445445,0.000471822
121,1,2,1,3,1,1,2.431215048,0.673347432,0.326652568,0.342777505,0.371293139,0.033542326,0.348675068,0.37768132,0.000707234
122,0,1,0,2,0,1,-0.267399877,0.072646646,-0.072646646,-0.379650099,-0.267383057,0.002840018,-0.380190357,-0.267763554,2.91717E-05
123,0,0,0,1,1,1,-0.36659652,0.267606799,-0.267606799,-0.721054236,-0.502594298,0.013644509,-0.726024371,-0.506058617,0.00050609
124,0,3,1,4,1,0,1.48165834,0.040154411,-0.040154411,-0.282759633,-0.199498492,0.007527195,-0.283829872,-0.200253589,4.34487E-05
125,0,0,0,1,0,1,-0.620765746,0.191494278,-0.191494278,-0.612431127,-0.428585995,0.007062404,-0.614605267,-0.430107482,0.000187969
126,0,3,1,4,1,0,1.59366858,0.045550214,-0.045550214,-0.301069639,-0.212354051,0.008490193,-0.302355905,-0.213261295,5.56348E-05
127,3,1,0,4,0,1,2.824294329,2.61910528,0.38089472,0.18131707,0.187157347,0.036222845,0.184692975,0.190641992,0.000195139
128,4,0,1,1,0,1,1.487538576,3.413490256,0.586509744,0.230313993,0.239440503,0.046954054,0.235919264,0.245267891,0.000423392
129,3,0,1,3,0,1,1.139073014,2.560853151,0.439146849,0.211167471,0.219118353,0.022734554,0.213609591,0.221652423,0.000163275
130,3,0,0,2,0,1,1.415821791,1.997685564,1.002314436,0.536643858,0.590253054,0.029214049,0.544658671,0.599068524,0.001542848
131,8,0,1,4,0,1,2.172077894,8.632688749,-0.632688749,-0.128743735,-0.126095081,0.051473805,-0.132190864,-0.129471292,0.000129953
132,2,0,1,3,1,0,0.818082452,1.276242888,0.723757112,0.512193852,0.565536538,0.08504188,0.535468285,0.591234899,0.00464145
133,1,0,1,1,1,1,0.332590669,0.97651992,0.02348008,0.021439717,0.021540415,0.034211909,0.021816151,0.021918617,2.43122E-06
134,6,0,0,4,0,1,1.856842756,3.644687908,2.355312092,0.804987662,0.917255962,0.061628341,0.831001453,0.946897788,0.008412281
135,0,2,1,4,1,1,0.593688667,0.089684415,-0.089684415,-0.421434075,-0.296536284,0.007118197,-0.422942056,-0.297597354,9.07053E-05
136,0,1,1,2,0,1,0.061764006,0.174787549,-0.174787549,-0.585631062,-0.41019389,0.005164105,-0.587149074,-0.411257152,0.000125422
137,5,0,0,4,1,1,1.984782338,4.418687123,0.581312877,0.19040616,0.196486807,0.121051546,0.203095028,0.209580895,0.000864196
138,3,1,1,4,0,1,1.963856339,1.651584809,1.348415191,0.78010478,0.897527717,0.025113791,0.790088928,0.909014699,0.0030409
139,31,1,0,3,0,1,3.72607255,6.858461925,24.14153808,3.553481393,5.804132999,0.080769193,3.706310161,6.053758198,0.460016357
140,0,1,1,2,0,1,0.349324912,0.241594526,-0.241594526,-0.686059449,-0.478849839,0.006247204,-0.688212519,-0.48035262,0.000207219
141,2,0,0,2,0,1,0.704055548,0.896549239,1.103450761,0.889393745,1.064271386,0.017414357,0.89724049,1.073661002,0.002918592
142,0,3,1,4,1,1,1.569243789,0.065038584,-0.065038584,-0.359370428,-0.253205338,0.007180757,-0.360667695,-0.254119366,6.67233E-05
143,0,1,1,2,0,1,0.781064868,0.392777716,-0.392777716,-0.867858067,-0.601063627,0.008469645,-0.871556804,-0.603625309,0.000444627
144,0,0,0,3,1,0,0.139555037,0.357972016,-0.357972016,-0.830012265,-0.575864471,0.028418055,-0.842063402,-0.584225578,0.001426192
145,0,1,1,3,0,1,1.541620493,0.974359248,-0.974359248,-1.328214116,-0.895035405,0.013228891,-1.337087654,-0.901014961,0.001554794
146,0,0,0,1,1,1,0.071873553,0.438376201,-0.438376201,-0.914698111,-0.63205974,0.02066526,-0.924298402,-0.638693576,0.001229693
147,0,0,0,2,0,1,0.746514857,0.940439238,-0.940439238,-1.306982549,-0.882052657,0.017920687,-1.318853352,-0.890063991,0.002065154
148,6,0,1,4,1,1,1.925082445,6.862601922,-0.862601922,-0.214705342,-0.207287304,0.123044569,-0.229273621,-0.221352251,0.000982098
149,9,0,0,3,0,1,2.214212179,5.171246596,3.828753404,0.98448668,1.148809832,0.045964864,1.007923707,1.176158791,0.009521283
150,0,2,1,3,1,0,-0.599701524,0.015133136,-0.015133136,-0.173826199,-0.122810702,0.002283927,-0.174025043,-0.122951188,4.94359E-06
151,0,1,1,2,1,0,-2.107331038,0.010879215,-0.010879215,-0.147418445,-0.104177754,0.001489235,-0.147528339,-0.104255413,2.31585E-06
152,0,0,1,1,0,1,-2.490455389,0.03877238,-0.03877238,-0.277872187,-0.196065083,0.002594923,-0.278233418,-0.196319966,1.43246E-05
153,0,1,1,2,0,1,-0.070476264,0.150613434,-0.150613434,-0.544335139,-0.381760034,0.004739739,-0.545629746,-0.382667984,9.9624E-05
154,0,0,0,1,0,1,-0.233503744,0.296122991,-0.296122991,-0.757359469,-0.527122317,0.009669723,-0.761047969,-0.529689513,0.000391362
155,2,0,0,2,0,1,2.148858786,4.559093555,-2.559093555,-1.010017884,-0.844941972,0.053351435,-1.038089201,-0.868425352,0.006071895
156,15,0,0,3,0,1,3.173754692,15.22915374,-0.229153743,-0.028181218,-0.028055576,0.081685043,-0.029407894,-0.029276783,1.08918E-05
157,1,0,1,1,0,1,0.676705837,1.370301657,-0.370301657,-0.294440628,-0.276998521,0.022753983,-0.297848749,-0.280204751,0.00026116
158,2,0,1,2,1,1,0.903368711,1.956496121,0.043503879,0.025845446,0.025969655,0.047118486,0.026476745,0.026603988,4.99975E-06
159,3,1,1,3,0,1,2.121471882,1.871476584,1.128523416,0.620777754,0.693381634,0.01845926,0.626587866,0.699871275,0.001315965
160,0,0,1,1,1,1,-1.680656552,0.101271693,-0.101271693,-0.447549172,-0.314714265,0.006353974,-0.448977842,-0.315718898,9.10577E-05
161,65,0,1,4,0,1,4.26848793,91.4100547,-26.4100547,-0.666532333,-0.598640929,0.089362726,-0.69847121,-0.627326588,0.005516966
162,5,0,1,3,0,1,1.759671211,5.149551251,-0.149551251,-0.045356187,-0.045017478,0.022677652,-0.045879389,-0.045536772,6.87364E-06
163,0,0,0,1,0,1,0.007159876,0.388259942,-0.388259942,-0.863054389,-0.597872697,0.011868276,-0.868221916,-0.601452452,0.000620694
164,0,2,1,3,1,1,3.533810616,2.329444858,-2.329444858,-1.937839331,-1.239134491,0.099683655,-2.042303112,-1.305932946,0.026975688
165,0,1,0,4,0,1,1.902828455,0.928296092,-0.928296092,-1.299264837,-0.877318312,0.020859999,-1.313031934,-0.886614434,0.00239244
166,0,2,0,4,0,1,2.054314375,0.266248628,-0.266248628,-0.719273816,-0.501388631,0.01226296,-0.723725009,-0.504491452,0.000451402
167,1,0,0,1,1,1,0.132048607,0.469098513,0.530901487,0.630340963,0.737685316,0.021899878,0.637358636,0.745898068,0.001779587
168,8,1,1,4,0,1,2.844588757,4.450967437,3.549032563,1.016141468,1.193077754,0.034433147,1.034101102,1.21416462,0.0075102
169,0,0,1,3,0,1,-0.150227517,0.59992801,-0.59992801,-1.061326092,-0.727613809,0.018070091,-1.071047167,-0.734278291,0.001417435
170,0,2,1,3,0,1,0.377593964,0.06356536,-0.06356536,-0.355305675,-0.250361525,0.003969883,-0.356013043,-0.250859963,3.58319E-05
171,0,3,1,4,0,1,1.461001873,0.054848853,-0.054848853,-0.330204867,-0.232785445,0.005922626,-0.331187072,-0.233477873,4.63967E-05
172,2,0,1,3,0,1,0.951952934,2.074480857,-0.074480857,-0.043131667,-0.042789603,0.022648631,-0.04362856,-0.043282555,6.20182E-06
173,4,1,1,2,0,1,1.531072855,0.913681071,3.086318929,2.035768869,2.944030712,0.015768175,2.052011389,2.967519861,0.020154556
174,5,0,0,4,1,1,1.716095209,3.26545168,1.73454832,0.655797189,0.730860791,0.1067721,0.693886456,0.773309817,0.010211852
175,9,0,0,2,0,1,2.242041826,5.063278622,3.936721378,1.022707859,1.200449097,0.057678945,1.053542709,1.236642881,0.013372388
176,0,2,0,4,0,1,3.389037609,1.196129469,-1.196129469,-1.456582105,-0.972196062,0.042242598,-1.488357333,-0.993404445,0.006217979
177,0,0,0,2,0,1,-0.457464665,0.242524214,-0.242524214,-0.687344257,-0.479723314,0.008392361,-0.69024676,-0.481749079,0.0002806
178,0,0,1,2,0,1,-0.263669461,0.501041729,-0.501041729,-0.97476715,-0.671484623,0.01106776,-0.980206588,-0.675231671,0.000728955
179,0,0,0,1,0,1,-0.71243757,0.172719452,-0.172719452,-0.582220883,-0.407850081,0.006571452,-0.584143382,-0.409196806,0.000158231
180,21,0,1,2,1,1,3.053916931,22.01875653,-1.018756528,-0.090768661,-0.08947367,0.177191008,-0.100065971,-0.098638336,0.00029932
181,0,0,0,1,0,1,-2.708276749,0.018266624,-0.018266624,-0.190943387,-0.134880884,0.001472711,-0.191084145,-0.134980314,3.83884E-06
182,6,0,1,3,0,1,1.872051477,5.843962685,0.156037315,0.042293245,0.042586099,0.022868422,0.042785291,0.043081552,6.20537E-06
183,0,1,0,2,0,1,0.169749007,0.118828201,-0.118828201,-0.484330444,-0.3402562,0.003919893,-0.485282506,-0.340925051,6.53431E-05
184,0,0,1,2,1,0,-0.348856091,0.325609687,-0.325609687,-0.792943882,-0.551054281,0.027717784,-0.804167064,-0.558853801,0.001271934
185,0,1,1,2,0,1,0.240219221,0.213673097,-0.213673097,-0.646158378,-0.451660283,0.005807091,-0.648042739,-0.452977439,0.000171216
186,0,1,0,3,1,1,2.40387702,1.625356931,-1.625356931,-1.666027571,-1.092889193,0.045129049,-1.704942919,-1.118417079,0.008445416
187,16,1,1,4,0,1,2.988574505,5.234112768,10.76588723,2.285531599,3.200445205,0.036676943,2.328634098,3.260801923,0.057832501
188,0,2,0,3,1,0,0.005257762,0.018000645,-0.018000645,-0.189550922,-0.133899225,0.002265658,-0.189766016,-0.134051168,5.82938E-06
189,0,2,1,3,0,1,0.400785357,0.065246591,-0.065246591,-0.359940532,-0.253604143,0.004046972,-0.360671085,-0.25411887,3.74858E-05
190,4,0,1,4,1,1,1.592312098,4.718578577,-0.718578577,-0.240737441,-0.231185727,0.11160257,-0.255411233,-0.245277308,0.001079652
191,2,1,1,2,0,1,1.022531271,0.515453801,1.484546199,1.432882617,1.958725988,0.010192378,1.440241156,1.968784985,0.005701948
192,10,0,1,3,0,1,2.377341747,10.32102625,-0.321026249,-0.055573668,-0.055081641,0.026197384,-0.056316233,-0.055817632,1.19738E-05
