Row ID,count,child,camper,persons,nofish,livebait,xb,Fitted,Residual,Leverage,Std. Residual,Cook's D,Jackknife Residual
77,0,0,0,2,0,1,0.307397574,1.835345749,-1.835345749,0.014841505,-0.191133787,7.86228E-05,-1.862995406
78,0,2,0,3,0,1,0.459303737,-6.588669662,6.588669662,0.025570854,0.689914428,0.00178438,6.761568749
79,0,0,1,1,1,1,-0.188099161,-0.066303276,0.066303276,0.034274251,0.00697398,2.46591E-07,0.068656423
80,0,1,0,2,0,1,-0.19742322,-5.216090843,5.216090843,0.017373647,0.543905649,0.000747226,5.308315645
81,2,0,0,4,0,1,0.901133239,6.072519265,-4.072519265,0.042181601,-0.430124506,0.001163939,-4.251869946
82,3,1,1,4,0,1,2.22973752,9.762732956,-6.762732956,0.016703936,-0.70494091,0.001205985,-6.877616219
83,1,1,0,2,1,1,1.150078893,-1.825670944,2.825670944,0.035759237,0.297441436,0.000468714,2.930462031
84,5,0,1,3,0,1,1.716530919,11.72624878,-6.726248783,0.015057263,-0.700551492,0.001071808,-6.829075977
85,0,0,0,1,0,1,-0.465738386,-2.244248282,2.244248282,0.019885967,0.234317769,0.000159141,2.289782828
86,2,0,1,1,0,1,1.019573331,7.064064796,-5.064064796,0.021854895,-0.52926142,0.000894104,-5.177212224
87,1,1,0,3,1,0,1.867413759,5.01295279,-4.01295279,0.040932952,-0.423557321,0.001093832,-4.184225492
88,0,1,0,4,1,0,0.714378536,1.161645125,-1.161645125,0.041959047,-0.122674434,9.41568E-05,-1.212521366
89,1,0,1,1,1,1,0.044008121,0.889385426,0.110614574,0.03436243,0.011635308,6.8822E-07,0.114550819
90,149,0,1,4,0,1,5.005039692,26.16274914,122.8372509,0.052483471,13.04395577,1.346344951,129.6412749
91,0,2,1,3,0,1,2.461556435,4.84811888,-4.84811888,0.025220025,-0.507566076,0.000952195,-4.973551983
92,1,1,1,3,0,1,1.570416808,6.151766818,-5.151766818,0.009625001,-0.535092655,0.000397522,-5.201834479
93,0,0,0,2,0,1,-1.490852475,-5.56884786,5.56884786,0.033344001,0.585466439,0.001689086,5.760940672
94,0,0,1,3,0,1,-0.865133345,1.09639113,-1.09639113,0.039327616,-0.115624665,7.81853E-05,-1.141274746
95,1,1,0,2,0,1,0.833803177,-0.970074054,1.970074054,0.015358819,0.205218345,9.38457E-05,2.000804041
96,0,2,0,4,0,1,2.208499908,1.509797485,-1.509797485,0.022254728,-0.157825968,8.09945E-05,-1.5441624
97,0,1,1,3,0,1,1.633207917,6.410305684,-6.410305684,0.009689968,-0.665833707,0.000619705,-6.473029129
98,0,2,0,4,0,1,1.524009705,-1.308552494,1.308552494,0.024499185,0.136946191,6.72862E-05,1.341416095
99,2,0,0,4,1,0,2.491374731,13.4511925,-11.4511925,0.055965831,-1.218230547,0.012568868,-12.13006147
100,2,0,1,2,0,1,1.084769011,8.228754473,-6.228754473,0.011268489,-0.647492364,0.000682588,-6.299743058
101,29,0,0,4,0,1,3.59467721,17.16303533,11.83696467,0.035233721,1.245666888,0.008095472,12.26925622
102,3,0,1,1,0,1,1.128834605,7.513941956,-4.513941956,0.02299247,-0.472040913,0.000749116,-4.620171101
103,0,0,1,2,1,0,-0.385939926,3.004136183,-3.004136183,0.036657769,-0.316374843,0.000544116,-3.118451662
104,0,2,0,4,0,1,2.21350956,1.530424446,-1.530424446,0.022251929,-0.159981969,8.32118E-05,-1.565254375
105,5,0,0,3,1,0,2.518778086,12.66777415,-7.667774151,0.053542076,-0.814687932,0.005363872,-8.101547838
106,0,0,1,2,0,1,0.011589484,3.809998027,-3.809998027,0.012434822,-0.396291259,0.000282491,-3.857971212
107,0,1,0,4,0,1,3.29880619,10.9719377,-10.9719377,0.021689605,-1.146615017,0.004164014,-11.21519075
108,0,0,1,1,0,1,-0.258302957,1.802480929,-1.802480929,0.01554336,-0.18777813,7.95317E-05,-1.830939887
109,0,1,0,3,0,1,0.931161046,0.327041631,-0.327041631,0.013511701,-0.034035309,2.26662E-06,-0.331521044
110,0,1,1,4,0,1,3.234340668,13.89913001,-13.89913001,0.019320502,-1.450763751,0.005923613,-14.17295868
111,1,1,1,4,0,1,0.566562116,2.914701614,-1.914701614,0.029876519,-0.200937142,0.000177634,-1.973667941
112,7,0,1,1,0,1,1.974095106,10.99425461,-3.99425461,0.034975912,-0.420280553,0.000914558,-4.13902063
113,1,0,1,2,0,1,0.109922774,4.214879828,-3.214879828,0.011949774,-0.334308839,0.000193098,-3.253761543
114,0,0,0,1,0,1,-1.052196026,-4.658954687,4.658954687,0.022384795,0.487054028,0.000775964,4.765632389
115,2,1,0,4,1,0,1.193210363,3.133208287,-1.133208287,0.040125103,-0.119557012,8.53598E-05,-1.180579147
116,0,2,0,3,0,1,0.351580232,-7.032215146,7.032215146,0.026374185,0.736662794,0.002100034,7.222708191
117,2,0,0,2,1,1,1.180063128,3.270652777,-1.270652777,0.037315624,-0.133862076,9.92256E-05,-1.319905889
118,0,1,0,2,0,1,0.442351252,-2.581855376,2.581855376,0.015135624,0.268915802,0.000158766,2.621533928
119,0,1,0,4,0,1,0.339507729,-1.212807556,1.212807556,0.035913502,0.127675192,8.67475E-05,1.257986247
120,0,1,1,3,1,0,0.368057549,2.032063259,-2.032063259,0.035005605,-0.213819572,0.000236924,-2.105777267
121,1,2,1,3,1,1,2.431215048,2.565345529,-1.565345529,0.039141702,-0.165064306,0.000158558,-1.629111735
122,0,1,0,2,0,1,-0.267399877,-5.504215799,5.504215799,0.017814374,0.574078513,0.000853929,5.604048413
123,0,0,0,1,1,1,-0.36659652,-3.993881608,3.993881608,0.041537273,0.421677278,0.001100842,4.166966015
124,0,3,1,4,1,0,1.48165834,-2.432228518,2.432228518,0.065152328,0.260019894,0.000673138,2.601737792
125,0,0,0,1,0,1,-0.620765746,-2.882564732,2.882564732,0.020282657,0.301024121,0.000267996,2.942241201
126,0,3,1,4,1,0,1.59366858,-1.971032644,1.971032644,0.065521604,0.210756904,0.000444919,2.109232972
127,3,1,0,4,0,1,2.824294329,9.018161755,-6.018161755,0.01931881,-0.628163301,0.001110452,-6.136715803
128,4,0,1,1,0,1,1.487538576,8.990885417,-4.990885417,0.027389352,-0.523095177,0.001100794,-5.131432017
129,3,0,1,3,0,1,1.139073014,9.348598282,-6.348598282,0.015920105,-0.661508295,0.001011319,-6.451303714
130,3,0,0,2,0,1,1.415821791,6.399220228,-3.399220228,0.016147254,-0.354231255,0.000294201,-3.455009137
131,8,0,1,4,0,1,2.172077894,14.498188,-6.498188001,0.029233772,-0.681722407,0.001999343,-6.693875225
132,2,0,1,3,1,0,0.818082452,8.857880847,-6.857880847,0.040943186,-0.723836359,0.003195362,-7.150651292
133,1,0,1,1,1,1,0.332590669,2.077607864,-1.077607864,0.035064867,-0.113392497,6.6749E-05,-1.116767156
134,6,0,0,4,0,1,1.856842756,10.00759954,-4.007599541,0.033164072,-0.421289422,0.000869717,-4.145066836
135,0,2,1,4,1,1,0.593688667,-4.104316046,4.104316046,0.049340597,0.435111887,0.001403729,4.317335982
136,0,1,1,2,0,1,0.061764006,-0.956276513,0.956276513,0.012763913,0.099482251,1.82791E-05,0.968640151
137,5,0,0,4,1,1,1.984782338,8.376539193,-3.376539193,0.057925783,-0.359585245,0.001135775,-3.584154127
138,3,1,1,4,0,1,1.963856339,8.667982122,-5.667982122,0.017344083,-0.591017529,0.00088075,-5.768023194
139,31,1,0,3,0,1,3.72607255,11.83493282,19.16506718,0.031849398,2.013313996,0.019049487,19.79554331
140,0,1,1,2,0,1,0.349324912,0.227739372,-0.227739372,0.012006363,-0.023682834,9.73703E-07,-0.230506921
141,2,0,0,2,0,1,0.704055548,3.468562686,-1.468562686,0.014194959,-0.152886662,4.80822E-05,-1.489709045
142,0,3,1,4,1,1,1.569243789,-5.060387924,5.060387924,0.055520671,0.538220467,0.002432678,5.3578599
143,0,1,1,2,0,1,0.781064868,2.005404399,-2.005404399,0.01209415,-0.208553178,7.60668E-05,-2.029954979
144,0,0,0,3,1,0,0.139555037,2.871456834,-2.871456834,0.040875778,-0.30306619,0.000559201,-2.993832049
145,0,1,1,3,0,1,1.541620493,6.033199608,-6.033199608,0.009605611,-0.62663729,0.000544066,-6.091714248
146,0,0,0,1,1,1,0.071873553,-2.188505702,2.188505702,0.041351987,0.231041886,0.000328943,2.282908504
147,0,0,0,2,0,1,0.746514857,3.643386507,-3.643386507,0.014199307,-0.37930041,0.000296037,-3.69586523
148,6,0,1,4,1,1,1.925082445,11.32335371,-5.323353715,0.052778076,-0.565369115,0.002544298,-5.619964638
149,9,0,0,3,0,1,2.214212179,10.58279795,-1.582797949,0.019307603,-0.165208239,7.67646E-05,-1.613959641
150,0,2,1,3,1,0,-0.599701524,-6.925495704,6.925495704,0.048519435,0.733877428,0.00392342,7.278651779
151,0,1,1,2,1,0,-2.107331038,-9.056460387,9.056460387,0.048280521,0.95956995,0.006672955,9.515892637
152,0,0,1,1,0,1,-2.490455389,-7.38828138,7.38828138,0.035428303,0.777586651,0.0031726,7.659649771
153,0,1,1,2,0,1,-0.070476264,-1.5007684,1.5007684,0.013331298,0.156171085,4.70765E-05,1.521045917
154,0,0,0,1,0,1,-0.233503744,-1.288035183,1.288035183,0.019646523,0.134464923,5.17634E-05,1.313847723
155,2,0,0,2,0,1,2.148858786,9.417458897,-7.417458897,0.022336149,-0.775412854,0.001962396,-7.586921508
156,15,0,0,3,0,1,3.173754692,14.53366037,0.46633963,0.027260347,0.04887386,9.56291E-06,0.479408471
157,1,0,1,1,0,1,0.676705837,5.65232714,-4.65232714,0.0188967,-0.48549583,0.000648551,-4.741934047
158,2,0,1,2,1,1,0.903368711,5.32400453,-3.32400453,0.030447709,-0.348938279,0.000546239,-3.428391187
159,3,1,1,3,0,1,2.121471882,8.420705145,-5.420705145,0.011256629,-0.563490526,0.000516416,-5.482418697
160,0,0,1,1,1,1,-1.680656552,-6.21182453,6.21182453,0.043862603,0.65664653,0.002825787,6.49679068
161,65,0,1,4,0,1,4.26848793,23.13003862,41.86996138,0.040346976,4.417922254,0.117228945,43.63031258
162,5,0,1,3,0,1,1.759671211,11.90387651,-6.903876514,0.015098424,-0.71906678,0.001132346,-7.009712123
163,0,0,0,1,0,1,0.007159876,-0.29711624,0.29711624,0.019847382,0.031020741,2.78366E-06,0.303132629
164,0,2,1,3,1,1,3.533810616,7.105220873,-7.105220873,0.052480007,-0.754494396,0.004504219,-7.498755618
165,0,1,0,4,0,1,1.902828455,5.224077757,-5.224077757,0.019789702,-0.545409412,0.00085796,-5.32954792
166,0,2,0,4,0,1,2.054314375,0.87494721,-0.87494721,0.022437732,-0.091470755,2.74347E-05,-0.895029645
167,1,0,0,1,1,1,0.132048607,-1.940738296,2.940738296,0.041444936,0.310470593,0.000595384,3.067886661
168,8,1,1,4,0,1,2.844588757,12.2943484,-4.294348402,0.017359956,-0.447788229,0.000506059,-4.370215144
169,0,0,1,3,0,1,-0.150227517,4.039975737,-4.039975737,0.027341761,-0.423419884,0.000719964,-4.153540858
170,0,2,1,3,0,1,0.377593964,-3.732479585,3.732479585,0.023651562,0.390451998,0.000527585,3.822897074
171,0,3,1,4,0,1,1.461001873,-3.348223542,3.348223542,0.041957356,0.353585667,0.000782194,3.494858566
172,2,0,1,3,0,1,0.951952934,8.578141859,-6.578141859,0.016764122,-0.685720294,0.001145299,-6.690298842
173,4,1,1,2,0,1,1.531072855,5.093520175,-1.093520175,0.015743295,-0.113931873,2.96606E-05,-1.111011151
174,5,0,0,4,1,1,1.716095209,7.270235025,-2.270235025,0.059726787,-0.242000584,0.000531435,-2.414441881
175,9,0,0,2,0,1,2.242041826,9.801134832,-0.801134832,0.02342661,-0.083796484,2.40635E-05,-0.82035292
176,0,2,0,4,0,1,3.389037609,6.370595185,-6.370595185,0.027069842,-0.667593044,0.001771453,-6.547844295
177,0,0,0,2,0,1,-0.457464665,-1.313931575,1.313931575,0.019593078,0.137164647,5.37134E-05,1.340190022
178,0,0,1,2,0,1,-0.263669461,2.676634776,-2.676634776,0.014198284,-0.278655076,0.000159765,-2.715185755
179,0,0,0,1,0,1,-0.71243757,-3.260018321,3.260018321,0.020606451,0.340497594,0.000348479,3.32860914
180,21,0,1,2,1,1,3.053916931,14.17876608,6.821233922,0.05025963,0.723490979,0.003957151,7.182209097
181,0,0,0,1,0,1,-2.708276749,-11.47777408,11.47777408,0.044092659,1.213451437,0.009702804,12.00720362
182,6,0,1,3,0,1,1.872051477,12.36659595,-6.366595949,0.0152746,-0.663166142,0.000974544,-6.465351612
183,0,1,0,2,0,1,0.169749007,-3.704279814,3.704279814,0.015694351,0.385932562,0.000339264,3.763343039
184,0,0,1,2,1,0,-0.348856091,3.156826791,-3.156826791,0.036638984,-0.332451921,0.000600501,-3.276888664
185,0,1,1,2,0,1,0.240219221,-0.221497185,0.221497185,0.012216977,0.023036159,9.37614E-07,0.224236679
186,0,1,0,3,1,1,2.40387702,4.233022572,-4.233022572,0.035570699,-0.445541346,0.001045924,-4.38914762
187,16,1,1,4,0,1,2.988574505,12.88720164,3.112798365,0.017944633,0.324680069,0.000275177,3.169677057
188,0,2,0,3,1,0,0.005257762,-7.62723529,7.62723529,0.043917702,0.806291594,0.004266095,7.977592837
189,0,2,1,3,0,1,0.400785357,-3.636990327,3.636990327,0.023480471,0.380429605,0.000497137,3.724441979
190,4,0,1,4,1,1,1.592312098,9.953190495,-5.953190495,0.055180219,-0.633064438,0.003343738,-6.30087411
191,2,1,1,2,0,1,1.022531271,2.999628756,-0.999628756,0.012784554,-0.103993309,2.00072E-05,-1.012574064
192,10,0,1,3,0,1,2.377341747,14.44710026,-4.447100265,0.017298017,-0.46370164,0.000540697,-4.525380372
193,0,0,1,1,1,0,-2.112927198,-5.00288707,5.00288707,0.044784513,0.529105954,0.001875054,5.23744342
194,0,0,1,1,0,1,-0.557507157,0.570524435,-0.570524435,0.015927148,-0.059447453,8.17108E-06,-0.579758332
195,0,0,0,1,1,0,-1.276221037,-4.75042191,4.75042191,0.041885883,0.501644656,0.00157161,4.958096143
196,2,0,1,2,1,0,1.060786009,8.96094899,-6.96094899,0.043970501,-0.735877342,0.003557975,-7.281102721
197,1,0,1,2,1,1,0.409971446,3.292468994,-2.292468994,0.031048762,-0.240727184,0.000265274,-2.365928135
198,3,0,0,1,0,1,1.472747684,5.73735927,-2.73735927,0.030935981,-0.287427418,0.000376764,-2.824745544
199,0,1,1,3,0,1,1.122244954,4.306444373,-4.306444373,0.010064728,-0.447391851,0.000290719,-4.350228238
200,0,2,1,4,0,1,2.242376328,4.841907221,-4.841907221,0.020462983,-0.505683361,0.000763146,-4.943056912
201,21,0,1,2,0,1,3.163843393,16.78922651,4.210773494,0.034864383,0.443037345,0.001012923,4.362882708
202,0,1,0,2,0,1,-0.585306764,-6.813179556,6.813179556,0.020303092,0.711502765,0.001498738,6.954374866
203,0,0,0,2,0,1,-0.015607119,0.505392062,-0.505392062,0.016285059,-0.052670375,6.56077E-06,-0.513758652
204,2,0,1,1,1,0,0.834488332,7.132930885,-5.132930885,0.058627264,-0.546836173,0.002660446,-5.452602023
205,0,1,1,2,1,0,-1.268876076,-5.604169158,5.604169158,0.040087681,0.591245815,0.002085535,5.838209436
206,3,1,1,4,0,1,2.757081985,11.93404418,-8.934044182,0.017084537,-0.931456631,0.00215434,-9.0893312
207,0,1,1,3,0,1,1.703949213,6.701578998,-6.701578998,0.009800427,-0.696126875,0.000685174,-6.767907383
208,38,0,1,4,0,1,3.765002489,21.05696558,16.94303442,0.034513922,1.782341059,0.016223027,17.5487092
209,0,3,1,4,1,1,2.719051123,-0.326120785,0.326120785,0.05470466,0.034671078,9.93787E-06,0.344993539
210,0,0,1,1,0,1,-0.154021844,2.231852557,-2.231852557,0.015575593,-0.23251284,0.000122196,-2.267164997
211,0,0,0,1,0,1,-0.411525637,-2.021030332,2.021030332,0.019791997,0.211001885,0.000128424,2.061838227
212,1,0,1,1,0,1,0.531122029,5.052893985,-4.052893985,0.017921171,-0.422731583,0.000465856,-4.126852007
213,3,0,0,1,0,1,1.340306163,5.192038744,-2.192038744,0.029237365,-0.229966368,0.000227539,-2.258058422
214,0,0,1,1,0,1,-1.562050104,-3.565624746,3.565624746,0.022382482,0.372755255,0.000454453,3.647259464
215,1,0,0,2,0,1,0.225383952,1.497659266,-0.497659266,0.015130062,-0.051834066,5.8965E-06,-0.505304555
216,0,2,0,4,1,1,4.502663612,8.798043331,-8.798043331,0.058726234,-0.93734776,0.007831044,-9.346954788
217,0,1,0,2,1,0,0.162199765,-2.904420213,2.904420213,0.038028963,0.306091366,0.000529123,3.019238731
218,0,2,0,4,0,1,3.047013521,4.962330206,-4.962330206,0.024543383,-0.51934303,0.000969476,-5.087186986
219,0,1,0,3,0,1,1.630753398,3.20757386,-3.20757386,0.012318761,-0.333611406,0.000198305,-3.247580023
220,5,2,1,4,0,1,1.983255029,3.774989822,1.225010178,0.020754591,0.127957737,4.95744E-05,1.250973624
221,0,2,0,4,0,1,3.877111435,8.380211759,-8.380211759,0.032273502,-0.880544489,0.00369401,-8.659690293
222,0,1,0,4,1,0,1.58475554,4.745373569,-4.745373569,0.039969937,-0.500611264,0.001490568,-4.942942675
223,2,0,0,3,0,1,1.701143265,8.470265503,-6.470265503,0.018036001,-0.674911682,0.0011952,-6.589106636
224,0,1,1,2,1,1,-0.170604989,-4.070887196,4.070887196,0.031583076,0.427592924,0.000851834,4.20365144
225,0,0,1,1,0,1,-0.49698019,0.819740823,-0.819740823,0.015792517,-0.085409437,1.67216E-05,-0.832894321
226,0,1,0,2,0,1,1.218269944,0.612946273,-0.612946273,0.016754921,-0.063894598,9.93827E-06,-0.623391142
227,1,0,1,2,0,1,0.037536614,3.916833878,-2.916833878,0.012299423,-0.303369327,0.000163721,-2.953155992
228,4,1,1,3,1,1,1.523244143,3.799691625,0.200308375,0.027633881,0.02099698,1.7899E-06,0.206000981
229,0,0,0,1,1,1,-0.907698154,-6.221837205,6.221837205,0.043857034,0.657703046,0.002834511,6.507224783
230,0,2,1,3,0,1,2.331376553,4.312110525,-4.312110525,0.024118631,-0.451194708,0.000718763,-4.418683114
231,2,1,1,2,0,1,1.068086028,3.18719791,-1.18719791,0.012966388,-0.123517866,2.86318E-05,-1.202793802
232,3,0,1,1,0,1,1.40126574,8.635661859,-5.635661859,0.026239123,-0.590325295,0.001341472,-5.787521341
233,0,2,0,4,1,1,3.930421829,6.44186992,-6.44186992,0.050555811,-0.683360477,0.003552248,-6.784885299
234,0,1,0,3,0,1,0.196246982,-2.698925764,2.698925764,0.018923973,0.281651607,0.000218593,2.750985337
235,0,0,0,2,0,1,0.029527381,0.691230832,-0.691230832,0.016033869,-0.072028713,1.20773E-05,-0.702494537
236,0,0,0,2,1,0,-0.766901433,-1.757076912,1.757076912,0.037156677,0.185091122,0.000188866,1.82488352
